"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","Experimenter-1","P1","P2",
00:55:42.316,00:55:42.616,00:00:00.300,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:55:42.616,00:55:43.933,00:00:01.317,,,,"SV",,"SV1A",,,,,,,,"I mean I've never been",
00:55:43.933,00:55:45.639,00:00:01.706,,,,"SV",,"SV1A",,,,,,,,"but like from what people have told me",
00:55:45.639,00:55:46.587,00:00:00.948,,,,"SV",,"SV1A",,,,,,,,"it just seems",
00:55:46.587,00:55:51.206,00:00:04.619,,,"SV",,"SV1A",,,,,,,,"Winchester seems like oh we want you to be adored",,
00:55:52.543,00:55:55.027,00:00:02.484,,,"SV",,"SV1A",,,,,,,,"or Shadyside is like oh you don't do sport",,
00:55:55.027,00:55:55.437,00:00:00.410,,,"SV",,"SV1A",,,,,,,,"you suck",,
00:55:55.437,00:55:58.031,00:00:02.594,,,,"SV",,"SV1A",,,,,,,,"oh yeah I wouldn't fit in there then",
00:55:58.120,00:55:59.278,00:00:01.158,,,"SV",,"SV1A",,,,,,,,"no I'd never",,
00:55:59.457,00:56:00.695,00:00:01.238,,,"SV",,"SV1A",,,,,,,,"I hate this",,
00:56:00.784,00:56:05.284,00:00:04.500,,,"SV",,"SV1A",,,,,,,,"all my friends complain about it",,
00:56:05.284,00:56:06.541,00:00:01.257,,,"SV",,"SV1A",,,,,,,,"and they all tell me how I should stay",,
00:56:06.541,00:56:07.519,00:00:00.978,,,"SV",,"SV1A",,,,,,,,"and why I should stay",,
00:56:07.519,00:56:10.712,00:00:03.193,,,"SV",,"SV1A",,,,,,,,"and I'm just like you hated here too you know",,
00:56:10.712,00:56:18.394,00:00:07.682,,,"SV",,"SV1A",,,,,,,,"like I don't know for private school I think it's literally miserable",,
00:56:19.871,00:56:22.665,00:00:02.794,,,"SV",,"SV1A",,,,,,,,"but I think I saw you at interview day at Winchester",,
00:56:23.104,00:56:24.211,00:00:01.107,,,"SV",,"SV1A",,,,,,,,"but like just a (inaudible)",,
00:56:25.179,00:56:26.945,00:00:01.766,,,,"SV",,"SV1A",,,,,,,,"oh no I always saw you at TechNights",
00:56:27.015,00:56:29.070,00:00:02.055,,,,"SV",,"SV1A",,,,,,,,"Do you still go to that",
00:56:29.070,00:56:29.968,00:00:00.898,,,,"SV",,"SV1A",,,,,,,,"I don't go to that anymore",
00:56:30.088,00:56:31.375,00:00:01.287,,,"SV",,"SV1A",,,,,,,,"I quit I",,
00:56:31.934,00:56:33.171,00:00:01.237,,,,"SV",,"SV1A",,,,,,,,"I just couldn't go",
00:56:33.221,00:56:34.647,00:00:01.426,,,"SV",,"SV1A",,,,,,,,"I was so sick of it",,
00:56:34.647,00:56:37.561,00:00:02.914,,,"SV",,"SV1A",,,,,,,,"it was so like this thing because I've been going since fourth grade",,
00:56:37.561,00:56:38.050,00:00:00.489,,,"SV",,"SV1A",,,,,,,,"so it's like",,
00:56:38.050,00:56:38.788,00:00:00.738,,,,"SV",,"SV1A",,,,,,,,"fourth grade",
00:56:38.828,00:56:39.257,00:00:00.429,,,,"SV",,"SV1A",,,,,,,,"oh wow",
00:56:39.596,00:56:40.225,00:00:00.629,,,,"SV",,"SV1A",,,,,,,,"that's a long time",
00:56:40.225,00:56:42.240,00:00:02.015,,,"SV",,"SV1A",,,,,,,,"they let me in early because I'm responsible",,
00:56:43.128,00:56:44.655,00:00:01.527,,,,"SV",,"SV1A",,,,,,,,"I just started like a few months ago",
00:56:44.804,00:56:46.680,00:00:01.876,,,,"SV",,"SV1A",,,,,,,,"but now I stopped going",
00:56:46.680,00:56:47.628,00:00:00.948,,,,"SV",,"SV1A",,,,,,,,"oh no they're going back",
00:56:48.087,00:56:50.851,00:00:02.764,,,"SV",,"SV1A",,,,,,,,"I was just kind of like it's boring now",,
00:56:50.851,00:56:51.739,00:00:00.888,,,"SV",,"SV1A",,,,,,,,"I just needed (inaudible)",,
00:56:51.739,00:56:52.856,00:00:01.117,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:56:54.163,00:56:54.911,00:00:00.748,,,,,,,,,,,,,"hello",,
00:56:54.911,00:56:55.400,00:00:00.489,,,,,,,,,,,,"hello",,,
00:56:56.468,00:57:00.708,00:00:04.240,,,,,,,,,,,,"okay you're done with the tutoring (inaudible)",,,
00:57:01.027,00:57:03.931,00:00:02.904,,,,,,,,,,,,,"I'm supposed to hang up",,
00:57:03.931,00:57:04.998,00:00:01.067,,,,,,,,,,,,,,"okay bye",
00:57:05.398,00:57:05.507,00:00:00.109,,,,,,,,,,,,,"by",,
00:57:05.507,00:57:07.223,00:00:01.716,,,,,,,,,,,,,"no problem see you in the atrium (inaudible)",,
00:57:07.223,00:57:08.640,00:00:01.417,,,,,,,,,,,,"you just made friends",,,
