"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","P1","P2","Experimenter-1","Experimenter 2-1",
00:51:51.331,00:51:53.636,00:00:02.305,,,,,,,,,,,,,"what you want to do is that",,,
00:51:53.636,00:51:55.622,00:00:01.986,,,,,,,,,,,,,"you're doing the five",,,
00:51:57.238,00:51:59.104,00:00:01.866,,,,,,,,,,,,,"you want to do this but",,,
00:51:59.104,00:52:04.042,00:00:04.938,,,,,,,,,,,,,"and it's hard because for you",,,
00:52:04.042,00:52:05.300,00:00:01.258,,,,,,,,,,,,,"you're not finding any numbers",,,
00:52:05.679,00:52:07.445,00:00:01.766,,,,,,,,,,,,,"but if you were actually to do this that",,,
00:52:07.445,00:52:08.782,00:00:01.337,,,,,,,,,,,,,"so it must be x isn't it",,,
00:52:09.650,00:52:10.637,00:00:00.987,,,,,,,,,,,,,"I don't know why I put it",,,
00:52:10.637,00:52:11.236,00:00:00.599,,,,,,,,,,,,"that's anx",,,,
00:52:12.443,00:52:18.090,00:00:05.647,,,,,,,,,,,,,"yeah so if you were to actually put the problem like this",,,
00:52:18.090,00:52:22.041,00:00:03.951,,,,,,,,,,,,,"you would still put a five over what five over x",,,
00:52:22.181,00:52:23.648,00:00:01.467,,,,,,,,,,,,,"then the x would care about",,,
00:52:23.648,00:52:27.838,00:00:04.190,,,,,,,,,,,,,"so it would just be one hundred thirty-seven x equals five",,,
00:52:27.838,00:52:31.819,00:00:03.981,,,,,,,,,,,,,"and then it be a lot simpler for you to simplify it",,,
00:52:31.989,00:52:36.588,00:00:04.599,,,,,,,,,,,,,"so with that I think if you were to start pause filler the space the problems like that",,,
00:52:36.588,00:52:38.484,00:00:01.896,,,,,,,,,,,,,"you'll be able to get passed them pretty fast",,,
00:52:38.484,00:52:48.212,00:00:09.728,,,,,,,,,,,,"all right so pause filler it just be times x right",,,,
00:52:49.519,00:52:51.814,00:00:02.295,,,,,,,,,,,,,"yeah so one over x",,,
00:52:51.814,00:52:53.041,00:00:01.227,,,,,,,,,,,,,"or x times x",,,
00:52:53.360,00:52:55.984,00:00:02.624,,,,,,,,,,,,,"it doesn't matter whichever way of those you put it",,,
00:52:59.716,00:53:00.155,00:00:00.439,,,,,,,,,,,,"right",,,,
00:53:00.704,00:53:03.467,00:00:02.763,,,,,,,,,,,,,"yeah so that's also correct",,,
00:53:03.936,00:53:10.501,00:00:06.565,,,,,,,,,,,,,"and your outcome is for this part here",,,
00:53:11.868,00:53:16.877,00:00:05.009,,,,,,,,,,,,,"so it's one thirty-seven x equals five yeah",,,
00:53:16.877,00:53:23.891,00:00:07.014,,,,,,,,,,,,"all right pause filler",,,,
00:53:24.390,00:53:36.692,00:00:12.302,,,"SV",,"SV1A",,,,,,,"one hundred and thirty-seven pause filler equals oh god my brain is like melting now",,,,
00:53:37.231,00:53:40.753,00:00:03.522,,,,"SV",,"SV1A",,,,,,,"yeah okay I can just see how tired you are",,,
00:53:41.830,00:53:41.970,00:00:00.140,,,,,,,,,,,,"oh",,,,
00:53:41.970,00:53:55.479,00:00:13.509,,,,,,,,,,,,"all right and then five",,,,
00:53:55.479,00:54:00.208,00:00:04.729,,,,,,,,,,,,"yeah yeah (laughter)",,,,
00:54:00.208,00:54:02.413,00:00:02.205,,,,,,,,,,,,,"also you might forgot a little something there",,,
00:54:03.341,00:54:03.860,00:00:00.519,,,,,,,,,,,,"what",,,,
00:54:04.738,00:54:06.324,00:00:01.586,,,,,,,,,,,,"oh yeah there's an x there",,,,
00:54:06.324,00:54:07.282,00:00:00.958,,,,,,,,,,,,"yeah yeah yeah",,,,
00:54:08.100,00:54:08.180,00:00:00.080,,,,,,,,,,,,,"yeah",,,
00:54:08.450,00:54:09.587,00:00:01.137,,,,,,,,,,,,,"so yeah",,,
00:54:09.587,00:54:12.211,00:00:02.624,,,,,,,,,,,,,"then once you get all this you just got to simplify it",,,
00:54:12.211,00:54:14.815,00:00:02.604,,,,,,,,,,,,,"and then the whole thing becomes very very easy",,,
00:54:17.130,00:54:19.275,00:00:02.145,,,"SV",,"SV1A",,,,,,,"calculator calculator",,,,
00:54:20.313,00:54:21.680,00:00:01.367,,,,"SV",,"SV1A",,,,,,,"I got to go fast",,,
00:54:23.196,00:54:23.735,00:00:00.539,,,,"SV",,"SV1A",,,,,,,"I can't do it",,,
00:54:30.998,00:54:31.966,00:00:00.968,,,,,,,,,,,,,"twenty-seven",,,
00:54:32.335,00:54:34.640,00:00:02.305,,,"SV",,"SV1A",,,,,,,"no I don't want to search the web for calculator",,,,
00:54:34.640,00:54:36.386,00:00:01.746,,,"SV",,"SV1A",,,,,,,"or Bing could work",,,,
00:54:36.386,00:54:37.015,00:00:00.629,,,"SV",,"SV1A",,,,,,,"that's fine",,,,
00:54:40.417,00:54:46.334,00:00:05.917,,,,,,,,,,,,"one hundred and thirty-seven divided by five equals twenty-seven point four",,,,
00:54:46.334,00:54:47.142,00:00:00.808,,,"SV",,"SV1A",,,,,,,"thanks Bing",,,,
00:54:49.377,00:54:50.434,00:00:01.057,,,,,,,,,,,,,"so that's",,,
00:54:52.779,00:54:53.268,00:00:00.489,,,,,,,,,,,,"all right",,,,
00:54:53.777,00:54:54.016,00:00:00.239,,,,,,,,,,,,,"yeah",,,
00:54:55.163,00:54:55.493,00:00:00.330,,,,,,,,,,,,"yeah",,,,
00:54:56.760,00:54:59.743,00:00:02.983,,,,,,,,,,,,,"and then onto problem six",,,
00:55:00.432,00:55:00.771,00:00:00.339,,,,,,,,,,,,,"okay woah",,,
00:55:01.010,00:55:02.000,00:00:00.990,,,,,,,,,,,,,"yup okay so I'm going to also help you out here",,,
00:55:02.000,00:55:09.578,00:00:07.578,,,,,,,,,,,,"(sfx)","yup okay so I'm going to also help you out here",,,
00:55:09.578,00:55:12.324,00:00:02.746,,,,,,,,,,,,,"yup okay so I'm going to also help you out here",,,
00:55:12.664,00:55:18.830,00:00:06.166,,,,,,,,,,,,,"all right you were going to just rid of the thirty-nine by adding thirty-nine",,,
00:55:20.416,00:55:24.946,00:00:04.530,,,,,,,,,,,,,"and also you're going to add it oh wow you're already ahead of me",,,
00:55:25.604,00:55:29.515,00:00:03.911,,,,,,,,,,,,,"so you get that outcome there and also going",,,
00:55:35.103,00:55:35.861,00:00:00.758,,,,,,,,,,,,"nothing",,,,
00:55:36.968,00:55:41.847,00:00:04.879,,,,,,,,,,,,,"yeah so then here you will have to subtract",,,
00:55:43.174,00:55:44.232,00:00:01.058,,,,,,,,,,,,,"yeah subtract",,,
00:55:46.666,00:55:48.612,00:00:01.946,,,,,,,,,,,,,"and so that's okay you subtract",,,
00:55:49.091,00:55:53.182,00:00:04.091,,,,,,,,,,,,,"whereas I'm totally getting I'm confusing myself looking at two things at once",,,
00:55:53.182,00:55:53.730,00:00:00.548,,,,,,,,,,,,"all right",,,,
00:55:54.588,00:55:56.903,00:00:02.315,,,,,,,,,,,,,"you will subtract twelve x from each side",,,
00:55:57.292,00:56:02.351,00:00:05.059,,,,,,,,,,,,"oh okay I get what we're doing here now",,,,
00:56:03.089,00:56:03.718,00:00:00.629,,,,,,,,,,,,"so yeah",,,,
00:56:04.007,00:56:06.461,00:00:02.454,,,,,,,,,,,,,"this just got a step higher from what were at before",,,
00:56:08.108,00:56:09.245,00:00:01.137,,,,,,,,,,,,"yeah just a step",,,,
00:56:10.911,00:56:12.238,00:00:01.327,,,,,,,,,,,,"I see what we're doing",,,,
00:56:12.238,00:56:16.199,00:00:03.961,,,,,,,,,,,,"so that would be five x equals eighteen",,,,
00:56:17.995,00:56:19.442,00:00:01.447,,,,,,,,,,,,,"all right so",,,
00:56:19.522,00:56:21.707,00:00:02.185,,,,,,,,,,,,"and then you would do this right",,,,
00:56:22.844,00:56:24.041,00:00:01.197,,,,,,,,,,,,,"yeah you would do that",,,
00:56:27.000,00:56:27.653,00:00:00.653,,,,,,,,,,,,"okay pause filler",,,,
00:56:27.653,00:56:27.754,00:00:00.101,,,,,,,,,,,,"okay pause filler","and then simplify",,,
00:56:27.754,00:56:33.390,00:00:05.636,,,,,,,,,,,,,"and then simplify",,,
00:56:37.491,00:56:44.565,00:00:07.074,,,"SV",,"SV1A",,,,,,,"oh yeah not to mention the only thing I really like about Japanese cartoons is like the opening theme songs",,,,
00:56:44.744,00:56:45.273,00:00:00.529,,,,"SV",,"SV1A",,,,,,,"I know",,,
00:56:45.533,00:56:47.059,00:00:01.526,,,"SV",,"SV1A",,,,,,,"(laughter) they're catchy",,,,
00:56:47.349,00:56:47.598,00:00:00.249,,,,"SV",,"SV1A",,,,,,,"I know",,,
00:56:47.598,00:56:51.320,00:00:03.722,,,,"SV",,"SV1A",,,,,,,"sometimes that's the only thing I look forward to in the show",,,
00:56:51.320,00:56:53.475,00:00:02.155,,,,"SV",,"SV1A",,,,,,,"just waiting for the theme song",,,
00:56:53.704,00:56:56.358,00:00:02.654,,,"SV",,"SV1A",,,,,,,"yeah Attack on Titan has a really catchy one",,,,
00:56:56.657,00:57:00.209,00:00:03.552,,,"SV",,"SV1A",,,,,,,"I had to be I mean I had to be honest like really",,,,
00:57:01.097,00:57:05.717,00:00:04.620,,,,"SV",,"SV1A",,,,,,,"that was unexpected for a pretty violent show",,,
00:57:05.876,00:57:10.905,00:00:05.029,,,"SV",,"SV1A",,,,,,,"yeah (sfx) it sounds like fricking like Naruto at first",,,,
00:57:10.905,00:57:12.481,00:00:01.576,,,"SV",,"SV1A",,,,,,,"and then like you're just watching like",,,,
00:57:12.481,00:57:14.158,00:00:01.677,,,"SV",,"SV1A",,,,,,,"what the frick is this",,,,
00:57:14.207,00:57:15.315,00:00:01.108,,,,"SV",,"SV1A",,,,,,,"yeah and like",,,
00:57:15.315,00:57:18.927,00:00:03.612,,,"SV",,"SV1A",,,,,,,"there's fricking giant naked people fighting each other for god's sakes",,,,
00:57:19.156,00:57:23.975,00:00:04.819,,,,"SV",,"SV1A",,,,,,,"yeah and you're putting on like music you would hear but little kids",,,
00:57:25.522,00:57:26.769,00:00:01.247,,,"SV",,"SV1A",,,,,,,"so weird",,,,
00:57:27.148,00:57:29.323,00:00:02.175,,,,"SV",,"SV1A",,,,,,,"but it does work out very very well",,,
00:57:29.323,00:57:31.209,00:00:01.886,,,"SV",,"SV1A",,,,,,,"I don't know how it just does",,,,
00:57:31.269,00:57:34.621,00:00:03.352,,,"SV",,"SV1A",,,,,,,"I mean I've only watched like two episodes on Attack on Titan",,,,
00:57:34.621,00:57:37.305,00:00:02.684,,,"SV",,"SV1A",,,,,,,"but that's really it (laughter)",,,,
00:57:37.305,00:57:40.258,00:00:02.953,,,"SV",,"SV1A",,,,,,,"and that's probably all I'm ever going to watch",,,,
00:57:40.258,00:57:43.042,00:00:02.784,,,"SV",,"SV1A",,,,,,,"so I just never gotten into the anime",,,,
00:57:43.142,00:57:44.080,00:00:00.938,,,"SV",,"SV1A",,,,,,,"it's just not my thing",,,,
00:57:44.948,00:57:47.372,00:00:02.424,,,,"SV",,"SV1A",,,,,,,"yeah getting in anime is really hard",,,
00:57:47.482,00:57:48.080,00:00:00.598,,,"SV",,"SV1A",,,,,,,"yeah",,,,
00:57:48.080,00:57:50.754,00:00:02.674,,,,"SV",,"SV1A",,,,,,,"because you have to find like what you're interested in",,,
00:57:50.754,00:57:53.049,00:00:02.295,,,,"SV",,"SV1A",,,,,,,"and then find what show you need to watch",,,
00:57:53.169,00:57:54.855,00:00:01.686,,,"SV",,"SV1A",,,,,,,"well I've watched a lot",,,,
00:57:54.855,00:57:57.379,00:00:02.524,,,"SV",,"SV1A",,,,,,,"and I've watched like every genre there is",,,,
00:57:57.379,00:57:59.574,00:00:02.195,,,"SV",,"SV1A",,,,,,,"so I'm just not into it",,,,
00:58:00.452,00:58:03.176,00:00:02.724,,,,"SV",,"SV1A",,,,,,,"yeah it's for something a lot of people like",,,
00:58:03.176,00:58:05.980,00:00:02.804,,,,"SV",,"SV1A",,,,,,,"but it just doesn't catch on",,,
00:58:06.838,00:58:11.477,00:00:04.639,,,"SV",,"SV1A",,,,,,,"yeah and also it gets me sick whenever I'm around watching",,,,
00:58:11.477,00:58:15.169,00:00:03.692,,,"SV",,"SV1A",,,,,,,"like all right please tell me this is relatable to you",,,,
00:58:15.448,00:58:19.669,00:00:04.221,,,"SV",,"SV1A",,,,,,,"whenever you're watching like a history video about like a country or something",,,,
00:58:19.669,00:58:21.564,00:00:01.895,,,"SV",,"SV1A",,,,,,,"it's like oh like the weird like",,,,
00:58:21.564,00:58:22.422,00:00:00.858,,,"SV",,"SV1A",,,,,,,"what was it",,,,
00:58:22.422,00:58:29.097,00:00:06.675,,,"SV",,"SV1A",,,,,,,"like what's the one that has like almost the really gross name like Hetalia or something like that",,,,
00:58:30.245,00:58:31.542,00:00:01.297,,,,"SV",,"SV1A",,,,,,,"I don't think I know that one",,,
00:58:32.819,00:58:37.887,00:00:05.068,,,"SV",,"SV1A",,,,,,,"it's basically about like it's basically like an anime about like the countries or whatever",,,,
00:58:37.887,00:58:40.152,00:00:02.265,,,"SV",,"SV1A",,,,,,,"and they're like humanized in a way",,,,
00:58:40.152,00:58:44.163,00:00:04.011,,,"SV",,"SV1A",,,,,,,"and it's like and they're like (sfx) so sad that Prussia died",,,,
00:58:44.163,00:58:46.059,00:00:01.896,,,"SV",,"SV1A",,,,,,,"and I'm like I don't care",,,,
00:58:46.208,00:58:46.777,00:00:00.569,,,"SV",,"SV1A",,,,,,,"get off",,,,
00:58:46.777,00:58:49.072,00:00:02.295,,,"SV",,"SV1A",,,,,,,"get out of fricking geography",,,,
00:58:50.578,00:58:52.374,00:00:01.796,,,,"SV",,"SV1A",,,,,,,"we don't want to learn geography",,,
00:58:53.582,00:58:56.565,00:00:02.983,,,"SV",,"SV1A",,,,,,,"I mean not well I love geography",,,,
00:58:56.565,00:58:58.860,00:00:02.295,,,,,,,,,,,,,"hey we're done",,,
00:58:58.860,00:58:59.049,00:00:00.189,,,,,,,,,,,,,,"okay",,
00:58:59.418,00:59:00.376,00:00:00.958,,,,,,,,,,,,"yes good",,,,
00:59:00.925,00:59:04.008,00:00:03.083,,,,,,,,,,,,,,"all right how was that",,
00:59:04.008,00:59:05.016,00:00:01.008,,,,,,,,,,,,,"oh it was good",,,
00:59:05.455,00:59:09.276,00:00:03.821,,,,,,,,,,,,,,"all right good (inaudible) good",,
00:59:09.366,00:59:13.077,00:00:03.711,,,,,,,,,,,,,,"pause filler so you're pretty much done",,
00:59:13.666,00:59:23.613,00:00:09.947,,,,,,,,,,,,,,"so I guess you say pause filler goodbye yeah",,
00:59:24.342,00:59:24.541,00:00:00.199,,,,,,,,,,,,,"yeah",,,
00:59:24.721,00:59:25.090,00:00:00.369,,,,,,,,,,,,,,,"hey",
00:59:25.539,00:59:25.878,00:00:00.339,,,,,,,,,,,,"yeah",,,,
