"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","Experimenter-1","P2","P1","Experimenter 2-1",
00:49:40.818,00:49:42.045,00:00:01.227,,,"SV",,"SV1A",,,,,,,,,"leave me alone",,
00:49:42.065,00:49:44.160,00:00:02.095,,,"SV",,"SV1A",,,,,,,,,"there's plenty of other totally (inaudible)",,
00:49:44.160,00:49:49.129,00:00:04.969,,,"SV",,"SV1A",,,,,,,,,"but Harry Potter happens to not be one of them",,
00:49:54.377,00:50:06.919,00:00:12.542,,,,,,,,,,,,,,"forty-two forty-one yup forty-one y plus thirty-seven minus thirty-seven y you add the thirty-seven just to subtract it",,
00:50:07.000,00:50:07.278,00:00:00.278,,,,,,,,,,,,,,"okay pause filler",,
00:50:07.278,00:50:14.402,00:00:07.124,,,,,,,,,,,,,,"so that would be twelve equals forty-one y",,
00:50:14.481,00:50:21.076,00:00:06.595,,,,,,,,,,,,,,"and then you just get twelve forty-first equals one op",,
00:50:21.098,00:50:21.116,00:00:00.018,"TRC",,,,,,,,,,,,,,,
00:50:21.116,00:50:26.873,00:00:05.757,"TRC",,,"SV",,"SV1A",,,,,,,"oh this has so many numbers",,,
00:50:26.873,00:50:26.897,00:00:00.024,"TRC",,"SV",,"SV1A",,,,,,,,,"oh math in general (inaudible) there we go",,
00:50:26.897,00:50:34.296,00:00:07.399,,,"SV",,"SV1A",,,,,,,,,"oh math in general (inaudible) there we go",,
00:50:34.606,00:50:43.276,00:00:08.670,,,,,,,,,,,,,,"okay I guess I'll start with subtracting sixty-one",,
00:50:45.750,00:50:46.070,00:00:00.320,,,,,,,,,,,,,"okay",,,
00:50:47.107,00:50:56.067,00:00:08.960,,,,,,,,,,,,,,"so then you would get two hundred and six minus thirty-three z",,
00:50:57.663,00:50:59.898,00:00:02.235,,,"SV",,"SV1A",,,,,,,,,"ah this (inaudible) you like writing calligraphy",,
00:50:59.898,00:51:03.530,00:00:03.632,,,"SV",,"SV1A",,,,,,,,,"because you have to (inaudible)",,
00:51:03.670,00:51:13.627,00:00:09.957,,,,,,,,,,,,,,"so that would be sixty-seven two hundred and sixty-seven equals one",,
00:51:13.627,00:51:18.805,00:00:05.178,,,"SV",,"SV1A",,,,,,,,,"oh my god one hundred and thirty-four z divide out",,
00:51:19.055,00:51:20.871,00:00:01.816,,,,,,,,,,,,,,"divide out long story shorter",,
00:51:20.871,00:51:24.612,00:00:03.741,,,,,,,,,,,,,,"it ends up being like two or something right I don�t",,
00:51:27.176,00:51:31.596,00:00:04.420,,,,,,,,,,,,,,"yeah or no it would be like one and one hundred something",,
00:51:33.241,00:51:33.242,00:00:00.001,"TRC",,,,,,,,,,,,,,,
00:51:33.242,00:51:36.385,00:00:03.143,"TRC",,"SV",,"SV1A",,,,,,,,,"okay no that�s a lot of numbers",,
00:51:36.385,00:51:36.410,00:00:00.025,"TRC",,,,,,,,,,,,,,,
00:51:39.049,00:51:42.821,00:00:03.772,,,"SV",,"SV1A",,,,,,,,,"pause filler I don't know what I'm doing",,
00:51:42.940,00:51:52.169,00:00:09.229,,,,,,,,,,,,,"well you could start by subtracting the fifty or adding these",,,
00:51:53.327,00:51:54.265,00:00:00.938,,,,,,,,,,,,,,"or I'll subtract",,
00:51:54.265,00:51:55.921,00:00:01.656,,,,,,,,,,,,,,"yeah that�s a good idea thank you",,
00:51:56.001,00:52:04.611,00:00:08.610,,,,,,,,,,,,,,"negative sixty p minus one hundred and forty equals negative fifteen p plus fifty",,
00:52:04.900,00:52:10.049,00:00:05.149,,,,,,,,,,,,,,"so then you can add forty to both side one forty thank you one forty to both sides",,
00:52:10.049,00:52:20.455,00:00:10.406,,,,,,,,,,,,,,"so then you get negative sixty p equals negative fifteen p plus ninety no one hundred and ninety",,
00:52:20.705,00:52:26.531,00:00:05.826,,,,,,,,,,,,,,"and then add fifteen p",,
00:52:26.531,00:52:30.772,00:00:04.241,,,,,,,,,,,,,,"so then you get seventy negative no wait",,
00:52:32.109,00:52:32.957,00:00:00.848,,,"SV",,"SV1A",,,,,,,,,"wait just fix up",,
00:52:32.957,00:52:38.963,00:00:06.006,,,,,,,,,,,,,,"you get negative forty-five p equals one hundred and ninety",,
00:52:38.963,00:52:45.678,00:00:06.715,,,,,,,,,,,,,,"and then divided out by forty-five divided by forty-five",,
00:52:45.678,00:52:51.285,00:00:05.607,,,,,,,,,,,,,,"I want to say forty-five times like four",,
00:52:51.285,00:52:57.042,00:00:05.757,,,,,,,,,,,,,,"no not four it would be two",,
00:52:58.379,00:53:02.031,00:00:03.652,,,,,,,,,,,,,"wait so you have negative forty-five r equals a hundred ninety and then",,,
00:53:02.031,00:53:11.310,00:00:09.279,,,,,,,,,,,,,,"so actually you get four and two ninths negative four and two ninths equals r (sfx)",,
00:53:18.254,00:53:30.676,00:00:12.422,,,,,,,,,,,,,"okay I guess we should go to the next",,,
00:53:31.573,00:53:35.344,00:00:03.771,,,,,,,,,,,,,,"yeah we only have one more",,
00:53:35.344,00:53:35.365,00:00:00.021,"TRC",,,,,,,,,,,,,"yeah we only have one more",,
00:53:35.365,00:53:36.000,00:00:00.635,"TRC",,"SV",,"SV1A",,,,,,,,,"did you like",,
00:53:36.000,00:53:36.019,00:00:00.019,"TRC",,,,,,,,,,,,,"whoo",,
00:53:36.019,00:53:37.401,00:00:01.382,,,,,,,,,,,,,,"whoo",,
00:53:37.401,00:53:37.430,00:00:00.029,"TRC",,,,,,,,,,,,,"whoo",,
00:53:37.430,00:53:39.862,00:00:02.432,"TRC",,"SV",,"SV1A",,,,,,,,,"you have twenty-three problems",,
00:53:39.862,00:53:39.885,00:00:00.023,"TRC",,"SV",,"SV1A",,,,,,,,,"you have twenty-three problems",,
00:53:39.885,00:53:41.311,00:00:01.426,"TRC",,"SV",,"SV1A",,,,,,,,,"I feel like there was an extra one",,
00:53:41.311,00:53:41.341,00:00:00.030,"TRC",,"SV",,"SV1A",,,,,,,,,"I feel like there was an extra one",,
00:53:41.341,00:53:42.209,00:00:00.868,"TRC",,,"SV",,"SV1A",,,,,,,"yeah I think I did",,,
00:53:42.209,00:53:42.222,00:00:00.013,"TRC",,,,,,,,,,,,,,,
00:53:43.166,00:53:43.167,00:00:00.001,"TRC",,,,,,,,,,,,,,,
00:53:43.167,00:53:45.701,00:00:02.534,"TRC",,"SV",,"SV1A",,,,,,,,,"I'm sorry that sucks",,
00:53:45.701,00:53:45.728,00:00:00.027,"TRC",,,,,,,,,,,,,,,
00:53:46.402,00:53:46.410,00:00:00.008,"TRC",,,,,,,,,,,,,,,
00:53:46.410,00:53:48.784,00:00:02.374,"TRC",,,"SV",,"SV1A",,,,,,,"we only got to like twenty-one or so",,,
00:53:48.784,00:53:48.795,00:00:00.011,"TRC",,,,,,,,,,,,,,,
00:53:51.256,00:53:51.259,00:00:00.003,"TRC",,,,,,,,,,,,,,,
00:53:51.259,00:53:53.785,00:00:02.526,"TRC",,"SV",,"SV1A",,,,,,,,,"either I'm really fast at math or I'm doing it wrong",,
00:53:53.785,00:53:53.813,00:00:00.028,"TRC",,"SV",,"SV1A",,,,,,,,,"either I'm really fast at math or I'm doing it wrong",,
00:53:53.813,00:53:56.267,00:00:02.454,"TRC",,,,,,,"LPB",,,,,"no you're going pretty fast",,,
00:53:56.267,00:53:56.279,00:00:00.012,"TRC",,,,,,,,,,,,,,,
00:53:56.347,00:53:56.357,00:00:00.010,"TRC",,,,,,,,,,,,,,,
00:53:56.357,00:53:57.493,00:00:01.136,"TRC",,"SV",,"SV1A",,,,,,,,,"I guess just",,
00:53:57.493,00:53:57.515,00:00:00.022,"TRC",,"SV",,"SV1A",,,,,,,,,"I guess just",,
00:53:57.515,00:53:58.851,00:00:01.336,"TRC",,"SV",,"SV1A",,,,,,,,,"because I did this already",,
00:53:58.851,00:53:58.875,00:00:00.024,"TRC",,,,,,,,,,,,,,,
00:54:08.280,00:54:10.485,00:00:02.205,,,"SV",,"SV1A",,,,,,,,,"oh it's so hard to read your own handwriting on this thing",,
00:54:10.794,00:54:10.904,00:00:00.110,,,,"SV",,"SV1A",,,,,,,"yeah",,,
00:54:10.904,00:54:15.673,00:00:04.769,,,"SV",,"SV1A",,,,,,,,,"it keeps like going a little crazy on me oh my god",,
00:54:17.948,00:54:24.483,00:00:06.535,,,,,,,,,,,,,,"well let's see here (inaudible) fifty y",,
00:54:24.483,00:54:26.129,00:00:01.646,,,,,,,,,,,,,,"so you have one hundred and thirty",,
00:54:26.648,00:54:31.457,00:00:04.809,,,,,,,,,,,,,,"no one hundred and fifty-five equals or no",,
00:54:31.457,00:54:32.834,00:00:01.377,,,,,,,,,,,,,,"well I had it to five",,
00:54:32.834,00:54:39.838,00:00:07.004,,,,,,,,,,,,,,"so it would be one hundred and sixty equals fifty y",,
00:54:39.838,00:54:41.515,00:00:01.677,,,,,,,,,,,,,,"and then divide out by fifty",,
00:54:41.614,00:54:42.672,00:00:01.058,,,,,,,,,,,,,,"divide out by fifty",,
00:54:42.672,00:54:46.254,00:00:03.582,,,,,,,,,,,,,,"and then you get three and one well",,
00:54:46.363,00:54:46.633,00:00:00.270,,,,,,,,,,,,,"three",,,
00:54:46.862,00:54:49.407,00:00:02.545,,,,,,,,,,,,,,"actually we'll do three point two equals y",,
00:54:50.654,00:54:52.011,00:00:01.357,,,,,,,,,,,,,"wait was it one hundred and fifty",,,
00:54:52.520,00:54:54.365,00:00:01.845,,,,,,,,,,,,,"was it a hundred and fifty or a hundred sixty",,,
00:54:54.774,00:54:55.682,00:00:00.908,,,,,,,,,,,,,,"one sixty",,
00:54:56.081,00:54:56.211,00:00:00.130,,,,,,,,,,,,,"okay",,,
00:54:56.211,00:54:58.486,00:00:02.275,,,,,,,,,,,,,,"but they wrote one fifty on it (inaudible)",,
00:54:58.486,00:55:01.389,00:00:02.903,,,,,,,,,,,,,"and it was divided by five",,,
00:55:01.599,00:55:02.876,00:00:01.277,,,,,,,,,,,,,"no it was divided by fifty",,,
00:55:03.335,00:55:06.139,00:00:02.804,,,,,,,,,,,,,"oh okay yeah it's (inaudible) after that somewhere",,,
00:55:07.076,00:55:07.895,00:00:00.819,,,,,,,,,,,,,,"yeah that�s okay",,
00:55:08.164,00:55:19.359,00:00:11.195,,,,,,,,,,,,,,"here I'll write about one hundred and sixty over fifty equals fifty y wait (inaudible)",,
00:55:20.217,00:55:28.488,00:00:08.271,,,,,,,,,,,,,,"so that would make y three point two there",,
00:55:28.617,00:55:29.296,00:00:00.679,,,,,,,,,,,,,"whoo we're finished",,,
00:55:29.456,00:55:30.992,00:00:01.536,,,,,,,,,,,,,,"do we tell them",,
00:55:33.147,00:55:34.474,00:00:01.327,,,,,,,,,,,,,,"do we just like draw",,
00:55:35.981,00:55:36.709,00:00:00.728,,,,,,,,,,,,,,"what did I just do",,
00:55:36.709,00:55:37.617,00:00:00.908,,,,,,,,,,,,,,"I guess it opens up like",,
00:55:37.617,00:55:38.884,00:00:01.267,,,,,,,,,,,,,,"oh my god what is it",,
00:55:39.114,00:55:40.231,00:00:01.117,,,,,,,,,,,,,,"I feel guilty now",,
00:55:41.827,00:55:43.693,00:00:01.866,,,,,,,,,,,,,,"I hate these things sometimes",,
00:55:45.409,00:55:46.497,00:00:01.088,,,,,,,,,,,,,,"should we go get them",,
00:55:47.704,00:55:48.353,00:00:00.649,,,,,,,,,,,,,"maybe yeah",,,
00:55:49.919,00:55:50.129,00:00:00.210,,,,,,,,,,,,,,"okay",,
00:55:50.129,00:55:51.276,00:00:01.147,,,,,,,,,,,,,"oh he's coming",,,
00:55:51.276,00:55:52.254,00:00:00.978,,,,,,,,,,,,,"he's coming I think",,,
00:55:52.493,00:55:53.680,00:00:01.187,,,,,,,,,,,,,,"okay they're coming",,
00:55:56.893,00:55:58.659,00:00:01.766,,,,,,,,,,,,,,"well they're like watching us all the time (laughter)",,
00:55:58.659,00:55:59.138,00:00:00.479,,,,,,,,,,,,,"okay",,,
00:56:06.072,00:56:07.060,00:00:00.988,,,,,,,,,,,,,,"hello",,
00:56:09.026,00:56:13.605,00:00:04.579,,,,,,,,,,,,"hello all right",,,,
00:56:13.605,00:56:14.553,00:00:00.948,,,,,,,,,,,,,,"we finished (inaudible)",,
00:56:14.723,00:56:22.236,00:00:07.513,,,,,,,,,,,,"oh congratulations and also the time start exploring (inaudible)",,,,
00:56:22.555,00:56:23.563,00:00:01.008,,,,,,,,,,,,"follow instructions (inaudible)",,,,
00:56:23.563,00:56:25.209,00:00:01.646,,,,,,,,,,,,,,"no that wasn�t on purpose",,
00:56:25.209,00:56:28.731,00:00:03.522,,,,,,,,,,,,"okay cool so that�s all the time we have for the tutoring sessions",,,,
00:56:28.731,00:56:30.806,00:00:02.075,,,,,,,,,,,,"you head and say goodbye to her",,,,
00:56:30.806,00:56:31.624,00:00:00.818,,,,,,,,,,,,,,"okay okay",,
00:56:31.624,00:56:35.466,00:00:03.842,,,,,,,,,,,,,,,"you guys can start saying goodbye now",
00:56:35.675,00:56:36.004,00:00:00.329,,,,,,,,,,,,,"oh okay",,,
00:56:37.000,00:56:37.621,00:00:00.621,,,,,,,,,,,,,"bye (inaudible)",,,
00:56:37.621,00:56:38.628,00:00:01.007,,,,,,,,,,,,,"bye (inaudible)","wait what",,
00:56:38.628,00:56:39.000,00:00:00.372,,,,,,,,,,,,"you can hang out too","bye (inaudible)",,,
00:56:39.000,00:56:39.104,00:00:00.104,,,,,,,,,,,,"you can hang out too",,"bye",,
00:56:39.104,00:56:41.422,00:00:02.318,,,,,,,,,,,,"you can hang out too",,,,
00:56:41.422,00:56:49.763,00:00:08.341,,,,,,,,,,,,,,"okay (inaudible) hang out I guess we're like probably in the same vicinity that you know (inaudible) a lot of stairs",,
00:56:50.561,00:56:53.804,00:00:03.243,,,,,,,,,,,,,,"and nobody likes that fifty-seven zero five",,
00:56:53.804,00:56:55.211,00:00:01.407,,,,,,,,,,,,"time to say goodbye",,,,
00:56:55.450,00:56:57.416,00:00:01.966,,,,,,,,,,,,,"okay we're supposed to say goodbye so goodbye",,,
00:56:57.695,00:56:58.354,00:00:00.659,,,,,,,,,,,,,,"goodbye",,
00:56:58.354,00:57:01.596,00:00:03.242,,,,,,,,,,,,,"nice talking to you",,,
00:57:01.726,00:57:05.437,00:00:03.711,,,,,,,,,,,,,,"I'll probably see you at some TechGirls soon-ish right",,
00:57:05.737,00:57:05.936,00:00:00.199,,,,,,,,,,,,,"yeah",,,
00:57:05.936,00:57:08.790,00:00:02.854,,,,,,,,,,,,,,"I think my mom is forcing me to come on Monday so",,
00:57:08.790,00:57:11.364,00:00:02.574,,,,,,,,,,,,"so hang up good",,,,
00:57:11.723,00:57:15.654,00:00:03.931,,,,,,,,,,,,,,"pause filler you can hang up now",,
00:57:16.283,00:57:16.582,00:00:00.299,,,,,,,,,,,,,,"okay",,
00:57:17.380,00:57:18.178,00:00:00.798,,,,,,,,,,,,,"okay",,,
