"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter","P2","P1","Experimenter 2",
00:50:56.700,00:50:57.800,00:00:01.100,,,,"SV",,"SV1A",,,,"this is confusing",,,
00:51:00.600,00:51:16.100,00:00:15.500,,,,,,,,,,"okay now what we want to do",,,
00:51:16.100,00:51:17.000,00:00:00.900,,,,,,,,,,"is",,,
00:51:17.000,00:51:17.400,00:00:00.400,,,"SV",,"SV1A",,,,,,"(inaudible) yourself",,
00:51:18.000,00:51:18.600,00:00:00.600,,,,"SV",,"SV1A",,,,"no",,,
00:51:18.600,00:51:22.000,00:00:03.400,,,,"SV",,"SV1A",,,,"what do you mean",,,
00:51:22.700,00:51:25.300,00:00:02.600,,,"SV",,"SV1A",,,,,,"because you were just never mind",,
00:51:26.900,00:51:28.200,00:00:01.300,,,,,,,,,,"okay well",,,
00:51:32.100,00:51:33.000,00:00:00.900,,,,,,,,,,"okay well",,,
00:51:33.000,00:51:33.500,00:00:00.500,,,,,,,,,,,"whoops",,
00:51:35.200,00:51:40.200,00:00:05.000,,,,,,,,,,"oh no okay I know what to do",,,
00:51:40.400,00:51:46.500,00:00:06.100,,,,,,,,,,"now what we got to do is",,,
00:51:48.500,00:51:52.200,00:00:03.700,,,,,,,,,,"subtract thirty-six from each side",,,
00:51:54.300,00:52:00.300,00:00:06.000,,,,,,,,,,"so then we have so we subtract thirty-six from each side of the equation",,,
00:52:00.700,00:52:04.500,00:00:03.800,,,,,,,,,,"we'll just have two k right here",,,
00:52:05.600,00:52:14.400,00:00:08.800,,,,,,,,,,"and then figure out what negative fourteen minus thirty-one is or thirty-six because then that would be the answer pretty much",,,
00:52:14.600,00:52:17.500,00:00:02.900,,,,,,,,,,"and (inaudible) too but yeah",,,
00:52:17.500,00:52:20.600,00:00:03.100,,,"SV",,"SV1C",,,,,,"why are you dropping your Skittles",,
00:52:21.600,00:52:22.000,00:00:00.400,,,,"SV",,"SV1A",,,,"huh",,,
00:52:22.900,00:52:25.300,00:00:02.400,,,"SV",,"SV1A",,,,,,"there are Skittles on the table",,
00:52:26.800,00:52:29.700,00:00:02.900,,,,"SV",,"SV1A",,,,"yeah but wouldn't like on the table",,,
00:52:30.200,00:52:30.800,00:00:00.600,,,"SV",,"SV1A",,,,,,"yeah",,
00:52:30.800,00:52:34.300,00:00:03.500,,,,"SV",,"SV1A",,,,"not like on the table but in the bag",,,
00:52:35.800,00:52:37.700,00:00:01.900,,,"SV",,"SV1A",,,,,,"I heard them go on the table",,
00:52:39.000,00:52:39.200,00:00:00.200,,,,"SV",,"SV1A",,,,"no",,,
00:52:39.200,00:52:41.300,00:00:02.100,,,,"SV",,"SV1A",,,,"I heard just me getting them out of the bag",,,
00:52:41.900,00:52:43.500,00:00:01.600,,,,"SV",,"SV1A",,,,"does that sound like that right now",,,
00:52:46.800,00:52:48.900,00:00:02.100,,,"SV",,"SV1A",,,,,,"okay there it is",,
00:52:48.900,00:52:53.700,00:00:04.800,,,,"SV",,"SV1A",,,,"yeah I'm just shaking the bag on the table",,,
00:52:53.900,00:52:56.500,00:00:02.600,,,,,,,,,,"okay did you a negative fourteen minus thirty-one",,,
00:52:57.100,00:52:57.900,00:00:00.800,,,,,,,,,,,"nope",,
00:52:58.000,00:52:59.800,00:00:01.800,,,,,,,,,,"all right try to do that",,,
00:53:00.600,00:53:02.300,00:00:01.700,,,,,,,,,,"and then the equation will almost be done",,,
00:53:05.000,00:53:06.300,00:00:01.300,,,,,,,,,,,"negative thirteen minus",,
00:53:06.300,00:53:07.200,00:00:00.900,,,,,,,,,,"or negative fourteen",,,
00:53:07.800,00:53:13.900,00:00:06.100,,,,,,,,,,,"okay thirty-one",,
00:53:13.900,00:53:15.200,00:00:01.300,,,,,,,,,,"minus thirty-six",,,
00:53:16.000,00:53:18.600,00:00:02.600,,,,"SV",,"SV1A",,,,"my writing is like almost up",,,
00:53:32.300,00:53:33.200,00:00:00.900,,,,,,,,,,,"wait no sorry",,
00:53:33.200,00:53:34.000,00:00:00.800,,,,,,,,,,,"that's a nine",,
00:53:34.000,00:53:36.580,00:00:02.580,,,,,,,,,,"yeah there",,,
00:53:36.580,00:53:36.600,00:00:00.020,"TRC",,,,,,,,,"yeah there",,,
00:53:36.600,00:53:40.500,00:00:03.900,"TRC",,"SV",,"SV1A",,,,,,"I hate when I do that",,
00:53:40.500,00:53:40.517,00:00:00.017,"TRC",,,,,,,,,,,,
00:53:43.000,00:53:45.100,00:00:02.100,,,,"SV",,"SV1A",,,,"I think they're looking at the testings",,,
00:53:46.900,00:53:47.500,00:00:00.600,,,,"SV",,"SV1A",,,,"from earlier",,,
00:53:47.700,00:53:50.500,00:00:02.800,,,,,,,,,,"all right did you get it",,,
00:53:51.100,00:53:55.100,00:00:04.000,,,,,,,,,,,"no okay so let's see here",,
00:53:55.100,00:54:05.700,00:00:10.600,,,,,,,,,,"all right because when you get that",,,
00:54:05.700,00:54:08.700,00:00:03.000,,,,,,,,,,"then you just have to divide that by two",,,
00:54:08.700,00:54:15.300,00:00:06.600,,,,,,,,,,"and then the two k divided by oh",,,
00:54:15.300,00:54:15.400,00:00:00.100,,,,,,,,,,"oh",,,
00:54:17.600,00:54:27.400,00:00:09.800,,,,,,,,,,"this looks like the timer",,,
00:54:28.200,00:54:31.800,00:00:03.600,,,,,,,,,,,,"so you're done with the tutoring today",
00:54:31.800,00:54:32.200,00:00:00.400,,,,,,,,,,,"what",,
00:54:32.400,00:54:33.800,00:00:01.400,,,,,,,,,,,,"you're done with the tutoring portion for today",
00:54:33.800,00:54:35.800,00:00:02.000,,,,,,,,,,,,"you can take your headphones off",
00:54:36.000,00:54:38.000,00:00:02.000,,,,,,,,,,,"we're done",,
00:54:38.600,00:54:38.700,00:00:00.100,,,,,,,,,,"oh",,,
00:54:40.600,00:54:41.500,00:00:00.900,,,,,,,,,,"oh no",,,
00:54:41.700,00:54:45.100,00:00:03.400,,,,,,,,,,,,"and just go ahead",
00:54:45.400,00:54:47.800,00:00:02.400,,,,,,,,,,,,"and say goodbye and then",
00:54:47.800,00:54:47.900,00:00:00.100,,,,,,,,,,,"bye",,
00:54:48.100,00:54:48.500,00:00:00.400,,,,,,,,,,"bye",,,
00:54:49.100,00:54:54.400,00:00:05.300,,,,,,,,,,,,"and then end the call just hit the red the other button",
