"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","SV_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","PP_Notes","P1","P2",
00:49:15.585,00:49:17.930,00:00:02.345,,,,,,,,,"that's negative all right",,
00:49:19.925,00:49:22.649,00:00:02.724,,,,,,,,,,"actually you can still simplify this",
00:49:23.497,00:49:24.036,00:00:00.539,,,,,,,,,"really",,
00:49:24.435,00:49:28.586,00:00:04.151,,,,,,,,,,"yeah so fourteen times two is twenty-eight",
00:49:29.115,00:49:30.851,00:00:01.736,,,,,,,,,,"and add another fourteen",
00:49:30.851,00:49:36.707,00:00:05.856,,,,,,,,,,"and you get forty-two",
00:49:37.286,00:49:40.818,00:00:03.532,,,,,,,,,"oh pause filler so wouldn't be that",,
00:49:41.836,00:49:44.729,00:00:02.893,,,,,,,,,,"well that answer is correct",
00:49:44.729,00:49:47.483,00:00:02.754,,,,,,,,,,"but to fully simplify you would have pause filler",
00:49:47.483,00:49:47.583,00:00:00.100,,,,,,,,,,"three",
00:49:47.583,00:49:48.091,00:00:00.508,,,,,,,,,,"right",
00:49:48.740,00:49:52.641,00:00:03.901,,,,,,,,,,"or is it negative",
00:49:52.641,00:49:55.834,00:00:03.193,,,,,,,,,"it would be negative because",,
00:49:56.562,00:49:57.390,00:00:00.828,,,,,,,,,,"yeah that's right",
00:49:57.520,00:49:58.997,00:00:01.477,,,,,,,,,,"negative plus negative is a positive",
00:50:01.671,00:50:06.520,00:00:04.849,,,,,,,,,,"so yeah that's either way would be correct",
00:50:08.126,00:50:09.124,00:00:00.998,,,,,,,,,"yeah so",,
00:50:16.367,00:50:16.786,00:00:00.419,,,,,,,,,"oh my god",,
00:50:17.036,00:50:20.318,00:00:03.282,,,,,,,,,"all right never mind I'm just kidding",,
00:50:23.212,00:50:24.229,00:00:01.017,,,,,,,,,"I'm sorry Sam you know",,
00:50:24.229,00:50:26.664,00:00:02.435,,,,,,,,,"all right let's go yeah",,
00:50:27.592,00:50:27.761,00:00:00.169,,,,,,,,,,"okay",
00:50:28.320,00:50:33.438,00:00:05.118,,,,,,,,,,"all right so it's basically like the same thing as before except that I need to add",
00:50:34.456,00:50:34.765,00:00:00.309,,,,,,,,,,"yeah",
00:50:37.090,00:50:37.878,00:00:00.788,,,,,,,,,"forty-one",,
00:50:38.666,00:50:39.425,00:00:00.759,,,,,,,,,"forty-one",,
00:50:42.947,00:50:44.264,00:00:01.317,,,,,,,,,"all right",,
00:50:47.200,00:50:47.234,00:00:00.034,,,,"SV1A",,,,,,,
00:50:47.234,00:50:47.267,00:00:00.033,,"SV",,"SV1A",,,,,,,
00:50:47.267,00:50:50.090,00:00:02.823,,"SV",,"SV1A",,,,,"I'm actually thinking of writing a rant on my channel soon",,
00:50:50.090,00:50:50.104,00:00:00.014,,"SV",,"SV1A",,,,,,,
00:50:51.320,00:50:51.354,00:00:00.034,,,,,"SV1A",,,,,,
00:50:51.354,00:50:51.368,00:00:00.014,,,"SV",,"SV1A",,,,,,
00:50:51.368,00:50:51.827,00:00:00.459,,,"SV",,"SV1A",,,,,"really",
00:50:52.232,00:50:52.266,00:00:00.034,,,,"SV1A",,,,,,,
00:50:52.266,00:50:52.285,00:00:00.019,,"SV",,"SV1A",,,,,,,
00:50:52.285,00:50:55.648,00:00:03.363,,"SV",,"SV1A",,,,,"yeah because I love the rant about stuff",,
00:50:55.648,00:50:55.677,00:00:00.029,,"SV",,"SV1A",,,,,,,
00:50:56.487,00:50:56.521,00:00:00.034,,,,"SV1A",,,,,,,
00:50:56.521,00:50:56.546,00:00:00.025,,"SV",,"SV1A",,,,,,,
00:50:56.546,00:50:57.344,00:00:00.798,,"SV",,"SV1A",,,,,"it's really neat",,
00:50:57.344,00:50:57.365,00:00:00.021,,"SV",,"SV1A",,,,,,,
00:50:58.041,00:50:58.108,00:00:00.067,,,,,"SV1A",,,,,,
00:50:58.108,00:50:58.142,00:00:00.034,,,"SV",,"SV1A",,,,,,
00:50:58.142,00:51:00.367,00:00:02.225,,,"SV",,"SV1A",,,,,"yeah ranting just about anything is fun",
00:51:00.367,00:51:00.371,00:00:00.004,,,"SV",,"SV1A",,,,,,
00:51:00.709,00:51:00.743,00:00:00.034,,,,,"SV1A",,,,,,
00:51:00.743,00:51:00.756,00:00:00.013,,,"SV",,"SV1A",,,,,,
00:51:00.756,00:51:09.856,00:00:09.100,,,"SV",,"SV1A",,,,,"oh yeah and the best part is I can like speak like forever without stopping",
00:51:09.856,00:51:09.861,00:00:00.005,,,"SV",,"SV1A",,,,,,
00:51:10.064,00:51:10.098,00:00:00.034,,,,,"SV1A",,,,,,
00:51:10.098,00:51:10.115,00:00:00.017,,,"SV",,"SV1A",,,,,,
00:51:10.115,00:51:16.880,00:00:06.765,,,"SV",,"SV1A",,,,,"and my mom will go like Jordan can you like shut up please",
00:51:16.880,00:51:16.886,00:00:00.006,,,"SV",,"SV1A",,,,,,
00:51:17.190,00:51:17.224,00:00:00.034,,,,,"SV1A",,,,,,
00:51:17.224,00:51:17.249,00:00:00.025,,,"SV",,"SV1A",,,,,,
00:51:17.249,00:51:21.449,00:00:04.200,,,"SV",,"SV1A",,,,,"and I'm like mom I'm trying to rant about I don't know",
00:51:21.449,00:51:21.479,00:00:00.030,,,"SV",,"SV1A",,,,,,
00:51:23.877,00:51:23.911,00:00:00.034,,,,,"SV1A",,,,,,
00:51:23.911,00:51:23.924,00:00:00.013,,,"SV",,"SV1A",,,,,,
00:51:23.924,00:51:24.402,00:00:00.478,,,"SV",,"SV1A",,,,,"okay",
00:51:24.402,00:51:24.417,00:00:00.015,,,"SV",,"SV1A",,,,,,
00:51:24.732,00:51:29.152,00:00:04.420,,,,,,,,,"why the earth has to be round all right so",,
00:51:29.720,00:51:31.586,00:00:01.866,,,,,,,,,,"wait so wait what is this right there",
00:51:32.564,00:51:32.903,00:00:00.339,,,,,,,,,"what",,
00:51:33.272,00:51:33.622,00:00:00.350,,,,,,,,,,"that",
00:51:34.160,00:51:35.038,00:00:00.878,,,,,,,,,"that's a nine",,
00:51:35.218,00:51:40.386,00:00:05.168,,,,,,,,,,"okay to me that looks like how I draw my As so",
00:51:40.386,00:51:44.846,00:00:04.460,,,,,,,,,"as I said my handwriting is really really bad so",,
00:51:45.155,00:51:47.590,00:00:02.435,,,,,,,,,,"mine is terrible you have no idea",
00:51:48.139,00:51:50.543,00:00:02.404,,,,,,,,,,"this is me trying very hard to keep it neat",
00:51:51.331,00:51:51.960,00:00:00.629,,,,,,,,,"really",,
00:51:52.010,00:51:52.309,00:00:00.299,,,,,,,,,,"yeah",
00:51:54.684,00:51:58.545,00:00:03.861,,,,,,,,,"this is me trying to keep it this is like the normal way I write (laughter)",,
00:51:59.722,00:52:03.534,00:00:03.812,,,,,,,,,,"well everybody has their styles of writing",
00:52:03.733,00:52:07.175,00:00:03.442,,,,,,,,,"yeah and teachers don't get that I don't know why",,
00:52:07.315,00:52:07.854,00:00:00.539,,,,,,,,,,"I know oh",
00:52:08.143,00:52:13.471,00:00:05.328,,,,,,,,,"this isn't going to be the way I want it",,
00:52:13.471,00:52:16.305,00:00:02.834,,,,,,,,,"so twenty-five equals nine negative",,
00:52:17.552,00:52:18.160,00:00:00.608,,,,,,,,,,"there we go",
00:52:19.906,00:52:20.854,00:00:00.948,,,,,,,,,,"correct again",
00:52:22.640,00:52:24.885,00:00:02.245,,,,,,,,,,"all right well this looks new",
00:52:25.563,00:52:26.092,00:00:00.529,,,,,,,,,"yeah",,
00:52:26.092,00:52:30.712,00:00:04.620,,,,,,,,,,"I'm going to have to review this in a few seconds all right",
00:52:31.769,00:52:40.929,00:00:09.160,,,,,,,,,,"so before you would just have like you could have like negative p minus it to eight minus p",
00:52:41.248,00:52:45.229,00:00:03.981,,,,,,,,,,"but now you actually have you do have ps",
00:52:45.269,00:52:47.454,00:00:02.185,,,,,,,,,,"but now one of the p is was an eight",
00:52:48.162,00:52:57.481,00:00:09.319,,,,,,,,,,"so what you're going to do to this number here and the p here is each of those will receive their very own p",
00:52:58.309,00:53:03.647,00:00:05.338,,,,,,,,,,"so that's right yeah okay",
00:53:04.186,00:53:06.910,00:00:02.724,,,,,,,,,"wait the sixteen gets on the variable",,
00:53:08.506,00:53:10.302,00:00:01.796,,,,,,,,,,"wait is this (inaudible)",
00:53:15.201,00:53:17.446,00:00:02.245,,,,,,,,,,"yeah or this might actually be a typo",
00:53:17.446,00:53:19.100,00:00:01.654,,,,,,,,,,"let's see",
00:53:19.100,00:53:23.242,00:00:04.142,,,,,,,,,"no there's no way the sixteen could get a p of a variable",,
00:53:23.242,00:53:24.150,00:00:00.908,,,,,,,,,"that's impossible",,
00:53:29.259,00:53:33.629,00:00:04.370,,,,,,,,,,"oh okay they did it in a way where I could not understand it",
00:53:34.686,00:53:38.069,00:00:03.383,,,,,,,,,,"the eight p receives so it becomes nine p",
00:53:39.373,00:53:39.406,00:00:00.033,,,,"SV1A",,,,,,,
00:53:39.406,00:53:39.426,00:00:00.020,,"SV",,"SV1A",,,,,,,
00:53:39.426,00:53:42.469,00:00:03.043,,"SV",,"SV1A",,,,,"yeah like these college students are weird",,
00:53:42.469,00:53:42.480,00:00:00.011,,"SV",,"SV1A",,,,,,"yeah because they're saying like add five y plus six to the six which we actually really mean to the five y",
00:53:42.480,00:53:51.807,00:00:09.327,,,,,,,,,,"yeah because they're saying like add five y plus six to the six which we actually really mean to the five y",
00:53:53.494,00:53:58.183,00:00:04.689,,,,,,,,,,"so I don't really understand why they're explaining it like that because it makes no sense",
00:54:05.317,00:54:06.334,00:00:01.017,,,,,,,,,"good god",,
00:54:13.259,00:54:19.664,00:00:06.405,,,,,,,,,"I get thirty-six pause filler",,
00:54:19.664,00:54:23.216,00:00:03.552,,,,,,,,,"and then the p would equal four because I said so",,
00:54:23.216,00:54:24.114,00:00:00.898,,,,,,,,,"all right let's go",,
00:54:25.222,00:54:25.531,00:00:00.309,,,,,,,,,,"yup",
00:54:34.081,00:54:34.570,00:00:00.489,,,,,,,,,,"there we go",
00:54:35.967,00:54:41.066,00:00:05.099,,,,,,,,,,"so yeah this is kind of like the same thing",
00:54:41.265,00:54:45.027,00:00:03.762,,,,,,,,,,"but yet now you need to subtract them right",
00:54:45.775,00:54:45.875,00:00:00.100,,,,,,,,,"oh",,
00:54:45.875,00:54:51.961,00:00:06.086,,,,,,,,,,"no you're going to add w to both sides again",
00:54:52.669,00:54:55.074,00:00:02.405,,,,,,,,,,"so let's see",
00:54:55.263,00:54:56.012,00:00:00.749,,,,,,,,,,"let's see this",
00:55:04.682,00:55:14.320,00:00:09.638,,,,,,,,,"pause filler forty w oh my god",,
00:55:15.777,00:55:18.860,00:00:03.083,,,,,,,,,,"the people who are in charge of this looked so bored",
00:55:21.085,00:55:22.511,00:00:01.426,,,,,,,,,"wait they're here",,
00:55:22.511,00:55:24.836,00:00:02.325,,,,,,,,,,"no they are in the room next to me",
00:55:26.213,00:55:27.640,00:00:01.427,,,,,,,,,"oh that's creepy oh",,
00:55:27.680,00:55:29.406,00:00:01.726,,,,,,,,,,"I know",
00:55:29.705,00:55:31.341,00:00:01.636,,,,,,,,,,"that's so creepy",
00:55:32.479,00:55:36.021,00:00:03.542,,,,,,,,,"oh my dad just walked by",,
00:55:36.021,00:55:37.846,00:00:01.825,,,,,,,,,"and he was like hey Jordan what's up",,
00:55:37.846,00:55:42.286,00:00:04.440,,,,,,,,,"and I'm like I'm doing like this stuff with this kid I don't even know",,
00:55:43.419,00:55:43.453,00:00:00.034,,,,,"SV1A",,,,,,
00:55:43.453,00:55:43.464,00:00:00.011,,,"SV",,"SV1A",,,,,,
00:55:43.464,00:55:45.978,00:00:02.514,,,"SV",,"SV1A",,,,,"oh wait my best friend's dad works here",
00:55:45.978,00:55:45.986,00:00:00.008,,,"SV",,"SV1A",,,,,,
00:55:47.085,00:55:47.485,00:00:00.400,,,,,,,,,"really",,
00:55:47.674,00:55:49.550,00:00:01.876,,,,,,,,,,"yeah that's really creepy now",
00:55:50.358,00:55:50.767,00:00:00.409,,,,,,,,,"yeah he",,
00:55:50.767,00:55:54.578,00:00:03.811,,,,,,,,,,"(inaudible) stopping him",
00:55:55.017,00:55:55.905,00:00:00.888,,,,,,,,,"negative",,
00:55:58.430,00:55:59.547,00:00:01.117,,,,,,,,,"one sixty",,
00:56:00.665,00:56:02.900,00:00:02.235,,,,,,,,,"and then I divide that I hope",,
00:56:02.900,00:56:04.626,00:00:01.726,,,,,,,,,"and then forty",,
00:56:05.963,00:56:10.612,00:00:04.649,,,,,,,,,"and then w would equal four because I said so",,
00:56:10.612,00:56:11.310,00:00:00.698,,,,,,,,,"now that's good",,
00:56:11.490,00:56:12.248,00:00:00.758,,,,,,,,,,"wait hang on",
00:56:15.920,00:56:16.718,00:00:00.798,,,,,,,,,,"yup that's correct",
00:56:17.856,00:56:19.462,00:00:01.606,,,,,,,,,,"now let us go to page eleven",
00:56:19.542,00:56:20.819,00:00:01.277,,,,,,,,,"if we finish this",,
00:56:22.006,00:56:23.662,00:00:01.656,,,,,,,,,"oh come on",,
00:56:23.662,00:56:24.401,00:00:00.739,,,,,,,,,"let's go get them",,
00:56:24.480,00:56:26.586,00:00:02.106,,,,,,,,,"we have to go",,
00:56:26.775,00:56:27.933,00:00:01.158,,,,,,,,,,"oh pause filler we finished it",
00:56:29.419,00:56:30.068,00:00:00.649,,,,,,,,,,"yeah",
00:56:31.544,00:56:31.774,00:00:00.230,,,,,,,,,,"yeah",
00:56:48.875,00:56:49.713,00:00:00.838,,,,,,,,,,"see you Jordan",
00:56:52.517,00:56:54.532,00:00:02.015,,,,,,,,,"so that was like an hour",,
00:56:55.380,00:56:56.637,00:00:01.257,,,,,,,,,"all right",,
00:56:56.717,00:56:59.182,00:00:02.465,,,,,,,,,"so pause filler what do I do for the next thirty minutes",,
00:57:05.098,00:57:06.136,00:00:01.038,,,,,,,,,"ten minutes all right",,
00:57:06.136,00:57:06.794,00:00:00.658,,,,,,,,,,"sweet",
00:57:20.952,00:57:21.401,00:00:00.449,,,,,,,,,"all right pause filler",,
00:57:21.401,00:57:21.950,00:00:00.549,,,,,,,,,"hey one more thing pause filler",,
00:57:21.950,00:57:22.269,00:00:00.319,,,,,,,,,"do you have a Skype",,
00:57:22.269,00:57:23.207,00:00:00.938,,,,,,,,,,"no I don't have a Skype",
00:57:23.486,00:57:25.392,00:00:01.906,,,,,,,,,"oh oh well then you just have to look up my You",,
