"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P2","Experimenter 2","Experimenter","Experimenter 1","P1","P2","Experimenter-1","PP_P1",
00:47:50.578,00:47:56.295,00:00:05.717,,,,,,,,,,,,"yeah because remember just regular sixteen divided by four equals four so",,,
00:47:56.964,00:48:04.876,00:00:07.912,,,,,,,,,,,"yeah I wonder what all these buttons are doing okay",,,,
00:48:05.524,00:48:08.508,00:00:02.984,,,,,,,,,,,"pause filler continuing on",,,,
00:48:08.957,00:48:09.795,00:00:00.838,,,,,,,"UL",,,,,"all right great okay",,,
00:48:09.795,00:48:10.862,00:00:01.067,,,,,,,,,,,"pause filler is he over there",,,,
00:48:10.882,00:48:13.297,00:00:02.415,,,,,,,,,,,,"I'll go get him",,,
00:48:15.781,00:48:29.101,00:00:13.320,,,,,,,,,,,"okay because I think",,,,
00:48:29.171,00:48:37.741,00:00:08.570,,,,,,,,,,,"oh candy candy candy oh candy candy",,,,
00:48:38.290,00:48:40.295,00:00:02.005,,,,,,,,,,,,,"keep going",,
00:48:40.665,00:48:44.227,00:00:03.562,,,,,,,,,,,,,"and still be figure only for these there is no worksheet",,
00:48:44.227,00:48:45.194,00:00:00.967,,,,,,,,,,,,"all right great",,,
00:48:46.222,00:48:55.100,00:00:08.878,,,,,,,,,,,"okay so all right",,,,
00:48:55.100,00:48:55.241,00:00:00.141,,,,,,,,,,,"okay so all right","so first you want to start off by adding y because it's negative n",,,
00:48:55.241,00:49:05.049,00:00:09.808,,,,,,,,,,,,"so first you want to start off by adding y because it's negative n",,,
00:49:05.049,00:49:14.348,00:00:09.299,,,,,,,,,,,"and then we get negative sixty-three equals forty-three plus two y",,,,
00:49:17.750,00:49:19.716,00:00:01.966,,,,,,,,,,,,"so what do you think the next step is",,,
00:49:21.691,00:49:24.276,00:00:02.585,,,,,,,,,,,"I think well we've got to get rid of that forty-three",,,,
00:49:24.395,00:49:24.615,00:00:00.220,,,,,,,,,,,"kill it",,,,
00:49:24.615,00:49:30.551,00:00:05.936,,,,,,,,,,,"okay so we want to subtract forty-three forty-three",,,,
00:49:30.771,00:49:32.507,00:00:01.736,,,,,,,,,,,,"that cancels",,,
00:49:33.135,00:49:38.004,00:00:04.869,,,,,,,,,,,"yeah yeah like here we go",,,,
00:49:39.212,00:49:43.961,00:00:04.749,,,,,,,,,,,"oh come on now okay pause filler",,,,
00:49:43.961,00:49:47.782,00:00:03.821,,,,,,,,,,,"yeah we want to pause filler add yeah subtract them together",,,,
00:49:47.782,00:49:54.058,00:00:06.276,,,,,,,,,,,"we got a hundred and six equals two y",,,,
00:49:55.714,00:49:57.769,00:00:02.055,,,,,,,,,,,"so divide it by two",,,,
00:50:00.403,00:50:03.935,00:00:03.532,,,,,,,,,,,"and get y equals fifty-three pause filler",,,,
00:50:07.547,00:50:17.155,00:00:09.608,,,,,,,,,,,,"all right so",,,
00:50:18.193,00:50:19.251,00:00:01.058,,,,,,,,,,,,"oh gosh",,,
00:50:19.360,00:50:22.144,00:00:02.784,,,,,,,,,,,"well page you messed up",,,,
00:50:22.184,00:50:27.791,00:00:05.607,,,,,,,,,,,,"I can't even see what you're doing anymore",,,
00:50:27.791,00:50:30.425,00:00:02.634,,,,,,,,,,,"it's so on",,,,
00:50:32.201,00:50:35.304,00:00:03.103,,,,,,,,,,,"okay maybe we should just go to the next one",,,,
00:50:35.304,00:50:37.130,00:00:01.826,,,,,,,,,,,,"yeah did you get the answer",,,
00:50:37.270,00:50:38.467,00:00:01.197,,,,,,,,,,,"mm-hmm y equals fifty-three",,,,
00:50:38.467,00:50:39.295,00:00:00.828,,,,,,,,,,,"right over there",,,,
00:50:41.769,00:50:46.469,00:00:04.700,,,,,,,,,,,"okay now they're all like negative p and positive p",,,,
00:50:46.658,00:50:48.714,00:00:02.056,,,,,,,,,,,,"yeah so you would want to start up by adding p",,,
00:51:01.624,00:51:03.051,00:00:01.427,,,,,,,,,,,"equals two p okay",,,,
00:51:05.525,00:51:12.909,00:00:07.384,,,,,,,,,,,"and then pause filler you want to pause filler get rid of three",,,,
00:51:14.186,00:51:24.822,00:00:10.636,,,,,,,,,,,"that was totally necessary",,,,
00:51:26.657,00:51:35.657,00:00:09.000,,,,,,,,,,,"pause filler see pause filler a hundred ninety pause filler negative",,,,
00:51:43.429,00:51:45.524,00:00:02.095,,,,,,,,,,,"pause filler thirty equals two p",,,,
00:51:46.951,00:51:47.530,00:00:00.579,,,,,,,,,,,,"great",,,
00:51:48.637,00:51:50.743,00:00:02.106,,,,,,,,,,,,"so then what is that divided by two",,,
00:51:52.070,00:52:02.426,00:00:10.356,,,,,,,,,,,"p equals negative one hundred and fifteen okay",,,,
00:52:03.304,00:52:05.729,00:00:02.425,,,,,,,,,,,,"so what is your first step",,,
00:52:06.417,00:52:16.215,00:00:09.798,,,,,,,,,,,"seems like it really come with me okay it would just add pause filler",,,,
00:52:31.520,00:52:31.879,00:00:00.359,,,,,,,,,,,"okay",,,,
00:52:31.879,00:52:32.198,00:00:00.319,,,,,,,,,,,"pause filler nah",,,,
00:52:32.528,00:52:36.988,00:00:04.460,,,,,,,,,,,"okay six",,,,
00:52:41.118,00:52:54.238,00:00:13.120,,,,,,,,,,,,"do you need any help",,,
00:52:54.887,00:52:55.066,00:00:00.179,,,,,,,,,,,"no",,,,
00:52:55.296,00:52:56.882,00:00:01.586,,,"SV",,"SV1A",,,,,,"okay oh come on okay",,,,
00:52:58.748,00:52:59.846,00:00:01.098,,,"SV",,"SV1A",,,,,,"you're dead",,,,
00:53:00.195,00:53:03.000,00:00:02.805,,,,,,,,,,,"okay two equals thirty-eight yeah",,,,
00:53:03.000,00:53:04.000,00:00:01.000,,,,,,,,,,,"mm-hmm",,,,
00:53:07.009,00:53:08.436,00:00:01.427,,,,,,,,,,,,"you got it",,,
00:53:08.436,00:53:10.871,00:00:02.435,,,,,,,,,,,,"all right next one",,,
00:53:11.070,00:53:16.099,00:00:05.029,,,,,,,,,,,,"all right so add m to start off",,,
00:53:16.099,00:53:18.024,00:00:01.925,,,,,,,,,,,,"and make it equal on both sides",,,
00:53:18.753,00:53:28.650,00:00:09.897,,,,,,,,,,,"yup I didn't get where that m",,,,
00:53:28.979,00:53:30.416,00:00:01.437,,,,,,,,,,,"yeah seventy-one",,,,
00:53:31.544,00:53:33.888,00:00:02.344,,,,,,,,,,,,"just rewrite the problem",,,
00:53:34.198,00:53:39.176,00:00:04.978,,,,,,,,,,,"equals forty-three plus two m",,,,
00:53:39.605,00:53:41.840,00:00:02.235,,,,,,,,,,,"I'll subtract the forty-three again",,,,
00:53:41.840,00:53:52.316,00:00:10.476,,,,,,,,,,,"and then we get w sixty-eight sixty-eight minus forty",,,,
00:53:53.154,00:53:57.814,00:00:04.660,,,,,,,,,,,"it should be twenty-eight equals two m (inaudible)",,,,
00:53:58.183,00:54:06.474,00:00:08.291,,,,,,,,,,,"now divided by two to get m equals fourteen",,,,
00:54:07.691,00:54:09.637,00:00:01.946,,,,,,,"LPB",,,,,"gosh you're good at this",,,
00:54:10.864,00:54:11.124,00:00:00.260,,,,,,,,,,,"okay",,,,
00:54:11.124,00:54:12.949,00:00:01.825,,,,,,,,,,,,"all right so next up",,,
00:54:12.949,00:54:17.878,00:00:04.929,,,,,,,,,,,,"pause filler you want to start up by adding eleven x even though it's larger",,,
00:54:17.878,00:54:18.397,00:00:00.519,,,,,,,,,,,"well no",,,,
00:54:18.397,00:54:23.555,00:00:05.158,,,,,,,,,,,"it won't have to be smaller right it fits in",,,,
00:54:23.555,00:54:24.942,00:00:01.387,,,,,,,,,,,,"oh yes yeah",,,
00:54:24.942,00:54:26.319,00:00:01.377,,,,,,,,,,,"oh wait one second",,,,
00:54:26.389,00:54:26.529,00:00:00.140,,,,,,,,,,,,,"yeah",,
00:54:27.037,00:54:27.626,00:00:00.589,,,,,,,,,,,"wait what",,,,
00:54:27.716,00:54:29.891,00:00:02.175,,,,,,,,,,,,,"yeah it's over",,
00:54:29.891,00:54:32.186,00:00:02.295,,,,,,,,,,,,,"oh yeah because time is up actually",,
00:54:32.774,00:54:34.830,00:00:02.056,,,,,,,,,,,,,"so yeah just say goodbye to her",,
00:54:35.109,00:54:35.847,00:00:00.738,,,,,,,,,,,,"all right goodbye",,,
00:54:35.847,00:54:36.426,00:00:00.579,,,,,,,,,,,"oh bye yeah",,,,
00:54:36.656,00:54:37.354,00:00:00.698,,,,,,,,,,,,"bye Maya",,,
00:54:37.354,00:54:38.202,00:00:00.848,,,,,,,,,,,,"nice talking to you",,,
00:54:38.202,00:54:39.000,00:00:00.798,,,,,,,,,,,"yeah yeah",,,,
00:54:39.000,00:54:39.739,00:00:00.739,,,,,,,,,,,"nice talking to you as well",,,,
00:54:39.739,00:54:40.237,00:00:00.498,,,,,,,,,,,"okay bye",,,,
00:54:41.664,00:54:44.827,00:00:03.163,,,,,,,,,,,,,"thank you",,
00:54:44.827,00:54:44.917,00:00:00.090,,,,,,,,,,,,,"okay",,
