"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter 1","P1","Experimenter 2","P2"
00:45:47.865,00:45:50.822,00:00:02.957,,,,,"for that one okay I'm just going to real quick do it this way"
00:45:50.822,00:45:51.872,00:00:01.050,,,,,"and see if you get the same answer"
00:45:55.177,00:45:56.164,00:00:00.987,,,"well you see what I did",,
00:45:56.164,00:46:04.566,00:00:08.402,,,"so (laughter) yeah let's break (laughter)",,
00:46:10.699,00:46:17.541,00:00:06.842,,,,,"(inaudible) equals sixty-two k"
00:46:24.938,00:46:25.541,00:00:00.603,,,"nice snails",,
00:46:26.497,00:46:28.114,00:00:01.617,,,,,"thanks I only did one hand"
00:46:28.378,00:46:28.875,00:00:00.497,,,"nice",,
00:46:28.875,00:46:29.082,00:00:00.207,,,"nice",,"I was too lazy okay"
00:46:29.082,00:46:30.843,00:00:01.761,,,,,"I was too lazy okay"
00:46:30.843,00:46:31.133,00:00:00.290,,,"yeah that's me",,"I was too lazy okay"
00:46:31.133,00:46:31.472,00:00:00.339,,,"yeah that's me",,
00:46:32.114,00:46:56.032,00:00:23.918,,,,,"I know so divide both sides by twenty twenty sixty-two wait still worst sixty-two ever"
00:46:56.128,00:46:56.623,00:00:00.495,,,"(laughter)",,
00:46:57.881,00:47:01.346,00:00:03.465,,,,,"it says divide both sides by the number"
00:47:02.409,00:47:07.422,00:00:05.013,,,,,"and then we just (inaudible)"
00:47:07.422,00:47:08.585,00:00:01.163,,,,,"that makes no sense"
00:47:09.214,00:47:10.629,00:00:01.415,,,,,"oh I guess that does"
00:47:10.661,00:47:23.560,00:00:12.899,,,,,"then I get four over sixty-two equals k"
00:47:26.013,00:47:30.849,00:00:04.836,,,,,"and then you simplify the four over sixty-two by dividing it"
00:47:31.164,00:47:32.774,00:00:01.610,,,,,"which is what we did here"
00:47:33.139,00:47:34.812,00:00:01.673,,,,,"and you get one five five"
00:47:35.145,00:47:37.353,00:00:02.208,,,,,"so like we got the same answers"
00:47:37.365,00:47:38.862,00:00:01.497,,,,,"so this would be the answer"
00:47:39.805,00:47:42.277,00:00:02.472,,,,,"but we did it different ways"
00:47:42.604,00:47:42.774,00:00:00.170,,,"yeah",,
00:47:43.585,00:47:47.529,00:00:03.944,,,,,"okay but I don't think it really matters at this point because"
00:47:47.529,00:47:47.548,00:00:00.019,,,"(inaudible) (laughter) you made it a lot further last time",,"okay but I don't think it really matters at this point because"
00:47:47.548,00:47:50.982,00:00:03.434,,,"(inaudible) (laughter) you made it a lot further last time",,
00:47:51.699,00:47:52.082,00:00:00.383,,,,,"huh"
00:47:52.353,00:47:53.805,00:00:01.452,,,"you made it a lot further last time",,
00:47:54.390,00:48:02.128,00:00:07.738,,,,,"yeah okay negative I think"
00:48:02.128,00:48:03.290,00:00:01.162,,,"",,"yeah okay negative I think"
00:48:03.290,00:48:03.416,00:00:00.126,,,"",,
00:48:04.321,00:48:05.485,00:00:01.164,,,,,"wait this is like"
00:48:07.277,00:48:08.636,00:00:01.359,,,,,"it's like a first one"
00:48:08.636,00:48:12.881,00:00:04.245,,,,,"but it's just the order is switched I think"
