,Dyad,Session,Period,P1,P2,Time_begin,Time_end,Duration,SV_Tutor,SV_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee
4780,15,1,S1 ,but no I'm lazy,,05:48.0,05:49.0,00:01.0,,,,,SD,
4781,15,1,S1 ,,(inaudible),05:50.0,05:52.0,00:02.0,,,,,,
4782,15,1,S1 ,pause filler I had a question,,05:53.0,05:55.0,00:02.0,,,,,,
4783,15,1,S1 ,and then I forgot a lot lately,,05:55.0,05:58.0,00:03.0,,,,,,
4784,15,1,S1 ,so I don't know what you like to do in your free time,,06:00.0,06:15.0,00:15.0,,,,,QE,
4785,15,1,S1 ,,(inaudible),06:04.0,06:13.0,00:09.0,,,,,,
4786,15,1,S1 ,I thrive ever only been everyone's house like eight times,,06:15.0,06:27.0,00:12.0,,,,,,
4787,15,1,S1 ,,(inaudible),06:23.0,06:26.0,00:03.0,,,,,,
4788,15,1,S1 ,I have like three friends so I'm,,06:27.0,06:30.0,00:03.0,,,,,SD,
4789,15,1,S1 ,,(inaudible),06:30.0,06:32.0,00:02.0,,,,,,
4790,15,1,S1 ,where's the pen,,07:04.0,07:05.0,00:01.0,,,,,,
4791,15,1,S1 ,okay,,07:14.0,07:15.0,00:01.0,,,,,,
4792,15,1,S1 ,,so she's tutoring me,07:15.0,07:16.0,00:01.0,,,,,,
4793,15,1,S1 ,,okay so I have to do this problem,07:17.0,07:19.0,00:02.0,,,,,,
4794,15,1,S1 ,,and like can we do the (inaudible),07:21.0,07:23.0,00:02.0,,,,,,
4795,15,1,S1 ,,but do you need like us to do,07:24.0,07:26.0,00:02.0,,,,,,
4796,15,1,S1 ,,so I like I just,07:33.0,07:35.0,00:02.0,,,,,,
4797,15,1,S1 ,,oh okay (inaudible),07:36.0,07:37.0,00:01.0,,,,,,
4798,15,1,S1 ,,(inaudible) do you see on your screen x minus six equals thirteen,07:37.0,07:43.0,00:06.0,,,,,,
4799,15,1,S1 ,yeah,,07:43.0,07:43.0,00:00.0,,,,,,
4800,15,1,S1 ,,okay (inaudible),07:43.0,07:43.0,00:00.0,,,,,,
4801,15,1,S1 ,,and (inaudible) next page,07:57.0,07:59.0,00:02.0,,,,,,
4802,15,1,S1 ,,thanks all right let's do this,08:02.0,08:06.0,00:04.0,,,,,,
4803,15,1,S1 ,this one is nice,,08:06.0,08:07.0,00:01.0,,,,,,
4804,15,1,S1 ,,this is like really bad easiest thing,08:07.0,08:10.0,00:03.0,,,,,,
4805,15,1,S1 ,,let's do the problem,08:10.0,08:11.0,00:01.0,,,,,,
4806,15,1,S1 ,I guess,,08:12.0,08:12.0,00:00.0,,,,,,
4807,15,1,S1 ,,sounds kind of crazy so I know how to do it right,08:12.0,08:21.0,00:09.0,,,,,,
4808,15,1,S1 ,,it isn't just,08:21.0,08:25.0,00:04.0,,,,,,
4809,15,1,S1 ,,wow that's big,08:25.0,08:28.0,00:03.0,,,,,,
4810,15,1,S1 ,I can't like,,08:28.0,08:31.0,00:03.0,,,,,,
4811,15,1,S1 ,oh I'm doing with the thing and the thing,,08:31.0,08:34.0,00:03.0,,,,,,
4812,15,1,S1 ,(inaudible) yes but I think that's all right,,08:34.0,08:36.0,00:02.0,,,,,,
4813,15,1,S1 ,,(inaudible),08:34.0,08:39.0,00:05.0,,,,,,
4814,15,1,S1 ,I'm horrible at algebra,,08:36.0,08:38.0,00:02.0,,,,,,
4815,15,1,S1 ,,yeah it means that's okay all right next stage yay okay,08:39.0,08:44.0,00:05.0,,,,,,
4816,15,1,S1 ,,pause filler okay wait so that helps you to do,08:44.0,08:50.0,00:06.0,,,,,,
4817,15,1,S1 ,pause filler I think it's almost support in the means,,08:50.0,08:56.0,00:06.0,,,,,,
4818,15,1,S1 ,,okay so I can do less eight on both sides,08:56.0,09:02.0,00:06.0,,,,,,
4819,15,1,S1 ,,and then I get p equals,09:02.0,09:04.0,00:02.0,,,,,,
4820,15,1,S1 ,,what's fifteen plus eight twenty-three,09:04.0,09:12.0,00:08.0,,,,,,
4821,15,1,S1 ,yeah,,09:12.0,09:12.0,00:00.0,,,,,,
4822,15,1,T1 ,,,09:12.0,23:31.0,14:19.0,,,,,,
4823,15,1,T1 ,,,09:12.0,09:51.0,00:39.0,,,,,,
4824,15,1,T1 ,,okay I'm (inaudible),09:13.0,09:14.0,00:01.0,,,,,,
4825,15,1,T1 ,I used to be good,,09:14.0,09:19.0,00:05.0,,,,,,
4826,15,1,T1 ,and the little mosquitoes came,,09:19.0,09:22.0,00:03.0,,,,,,
4827,15,1,T1 ,,the mosquitoes hold on,09:22.0,09:25.0,00:03.0,,,,,,
4828,15,1,T1 ,oh did I do something,,09:25.0,09:28.0,00:03.0,,,,,,
4829,15,1,T1 ,,no that was me,09:28.0,09:29.0,00:01.0,,,,,,
4830,15,1,T1 ,,okay just like the thing okay just like the thing okay pause filler minus eleven six p equals k,09:30.0,09:38.0,00:08.0,,,,,,
4831,15,1,T1 ,I thought,,09:38.0,09:38.0,00:00.0,,,,,,
4832,15,1,T1 ,I'm all over the (inaudible),,09:38.0,09:39.0,00:01.0,,,,,,
4833,15,1,T1 ,,it's okay (inaudible),09:39.0,09:40.0,00:01.0,,,,,,
4834,15,1,T1 ,,is that thing here,09:40.0,09:44.0,00:04.0,,,,,,
4835,15,1,T1 ,yeah,,09:44.0,09:44.0,00:00.0,,,,,,
4836,15,1,T1 ,,yeah okay what's two hundred and twenty-one plus,09:44.0,09:54.0,00:10.0,,,,,,
4837,15,1,T1 ,,,09:52.0,10:25.0,00:33.0,,,,,,
4838,15,1,T1 ,,no microphone detected do you hear me,09:54.0,09:57.0,00:03.0,,,,,,
4839,15,1,T1 ,yeah,,09:57.0,09:57.0,00:00.0,,,,,,
4840,15,1,T1 ,,oh this little thing popped up,09:57.0,10:00.0,00:03.0,,,,,,
4841,15,1,T1 ,,then the little microphone detected,10:00.0,10:02.0,00:02.0,,,,,,
4842,15,1,T1 ,yeah I did that with me too okay,,10:02.0,10:05.0,00:03.0,,,,,,
4843,15,1,T1 ,,all right pause filler (inaudible) what's two hundred twenty divided by forty-four,10:05.0,10:15.0,00:10.0,,,,,,
4844,15,1,T1 ,pause filler point that out I don't know if I can,,10:15.0,10:17.0,00:02.0,,,,,,
4845,15,1,T1 ,,(inaudible) too,10:17.0,10:18.0,00:01.0,,,,,,
4846,15,1,T1 ,I can,,10:18.0,10:18.0,00:00.0,,,,,,
4847,15,1,T1 ,,all right can you just (inaudible),10:18.0,10:22.0,00:04.0,,,,,,
4848,15,1,T1 ,forty-four two yeah,,10:23.0,10:25.0,00:02.0,,,,,,
4849,15,1,T1 ,,bear with me forty-four forty (inaudible) one hundred twenty one hundred sixty (inaudible) okay forty-four will this messy three times five,10:26.0,10:44.0,00:18.0,,,,,,
4850,15,1,T1 ,,,10:42.0,11:00.0,00:18.0,,,,,,
4851,15,1,T1 ,okay try six,,10:45.0,10:48.0,00:03.0,,,,,,
4852,15,1,T1 ,,six,10:49.0,10:50.0,00:01.0,,,,,,
4853,15,1,T1 ,try six,,10:51.0,10:54.0,00:03.0,,,,,,
4854,15,1,T1 ,I don't know what I'll do,,10:54.0,10:59.0,00:05.0,,,,,,
4855,15,1,T1 ,,okay twenty twenty (inaudible),10:59.0,11:00.0,00:01.0,,,,,,
4856,15,1,T1 ,I think it's five wait one seventy-six plus forty-four,,11:00.0,11:05.0,00:05.0,,,,,,
4857,15,1,T1 ,,,11:03.0,12:43.0,01:40.0,,,,,,
4858,15,1,T1 ,,twenty yeah that's seventy-five,11:05.0,11:07.0,00:02.0,,,,,,
4859,15,1,T1 ,I knew it,,11:07.0,11:09.0,00:02.0,,,,,,
4860,15,1,T1 ,,yeah phew,11:09.0,11:10.0,00:01.0,,,,,,
4861,15,1,T1 ,where's I lost my pen,,11:10.0,11:14.0,00:04.0,,,,,,
4862,15,1,T1 ,no I didn't,,11:14.0,11:16.0,00:02.0,,,,,,
4863,15,1,T1 ,it's right here,,11:17.0,11:21.0,00:04.0,,,,,,
4864,15,1,T1 ,,five okay yay we're doing great (laughter),11:21.0,11:26.0,00:05.0,,,,UL,,
4865,15,1,T1 ,,okay plus nine it's (inaudible) divided by thirteen (inaudible),11:26.0,11:30.0,00:04.0,,,,,,
4866,15,1,T1 ,it's not,,11:31.0,11:31.0,00:00.0,,,,,,
4867,15,1,T1 ,I don't think this matters,,11:31.0,11:35.0,00:04.0,,,,,,
4868,15,1,T1 ,okay fifteen divided what is thirteen,,11:35.0,11:37.0,00:02.0,,,,,,
4869,15,1,T1 ,thirteen thirteen twenty-six thirty-three remainder pause filler what did I say twenty-six twenty-six thirty-nine remainder eleven,,11:37.0,11:54.0,00:17.0,,,,,,
4870,15,1,T1 ,,what,11:55.0,11:56.0,00:01.0,,,,,,
4871,15,1,T1 ,thirty something remainder eleven thirty-nine remainder eleven,,11:57.0,12:02.0,00:05.0,,,,,,
4872,15,1,T1 ,,that doesn't make sense because thirteen times thirty-nine,12:03.0,12:09.0,00:06.0,,,,,,
4873,15,1,T1 ,all right thirteen time three not okay (inaudible),,12:09.0,12:12.0,00:03.0,,,,,,
4874,15,1,T1 ,,three times thirty-nine so three and what,12:13.0,12:19.0,00:06.0,,,,,,
4875,15,1,T1 ,remainder eleven,,12:20.0,12:21.0,00:01.0,,,,,,
4876,15,1,T1 ,,oh thirteen (inaudible) fourteen what's wrong with my hands,12:21.0,12:31.0,00:10.0,,,,,,
4877,15,1,T1 ,,I can't do it,12:31.0,12:32.0,00:01.0,,,,,,
4878,15,1,T1 ,it's okay,,12:32.0,12:33.0,00:01.0,,,,,,
4879,15,1,T1 ,you'll see mine a little bit,,12:33.0,12:34.0,00:01.0,,,,,,
4880,15,1,T1 ,and yours look like,,12:34.0,12:35.0,00:01.0,,,,,,
4881,15,1,T1 ,I don't know comic sands or something pause filler on detail,,12:36.0,12:39.0,00:03.0,,,,,,
4882,15,1,T1 ,where did you get,,12:39.0,12:40.0,00:01.0,,,,,,
4883,15,1,T1 ,oh yeah it's all right,,12:40.0,12:43.0,00:03.0,,,,,,
4884,15,1,T1 ,,okay pause filler (inaudible),12:41.0,12:46.0,00:05.0,,,,,,
4885,15,1,T1 ,I'm sorry,,12:43.0,12:43.0,00:00.0,,,,,,
4886,15,1,T1 ,it took me a minute,,12:44.0,12:46.0,00:02.0,,,,,,
4887,15,1,T1 ,,,12:45.0,14:22.0,01:37.0,,,,,,
4888,15,1,T1 ,,wait you have to show your work,12:46.0,12:51.0,00:05.0,,,,,,
4889,15,1,T1 ,pause filler right as well I mean,,12:51.0,12:53.0,00:02.0,,,,,,
4890,15,1,T1 ,I don't see why not,,12:53.0,12:54.0,00:01.0,,,,,,
4891,15,1,T1 ,,what just happen,12:54.0,12:56.0,00:02.0,,,,,,
4892,15,1,T1 ,it's bad,,12:56.0,12:58.0,00:02.0,,,,,,
4893,15,1,T1 ,I did them all forget,,12:58.0,13:01.0,00:03.0,,,,,,
4894,15,1,T1 ,no I think that what we have right now is fine,,13:01.0,13:06.0,00:05.0,,,,,,
4895,15,1,T1 ,,okay how about (inaudible) and I already have answers,13:06.0,13:09.0,00:03.0,,,,,,
4896,15,1,T1 ,all right let's see,,13:09.0,13:12.0,00:03.0,,,,,,
4897,15,1,T1 ,I can actually do stuff,,13:12.0,13:13.0,00:01.0,,,,,,
4898,15,1,T1 ,,okay add fifteen add forty plus twenty-two,13:13.0,13:18.0,00:05.0,,,,,,
4899,15,1,T1 ,oh sweet hold on,,13:18.0,13:19.0,00:01.0,,,,,,
4900,15,1,T1 ,,that's a pretty cool version (laughter),13:19.0,13:22.0,00:03.0,,,,LP,,
4901,15,1,T1 ,oh I just tried to get to the button,,13:22.0,13:28.0,00:06.0,,,,,,
4902,15,1,T1 ,I'm lagging up,,13:28.0,13:29.0,00:01.0,,,,,,
4903,15,1,T1 ,I'm so horribly,,13:29.0,13:32.0,00:03.0,,,,,,
4904,15,1,T1 ,,do you know (inaudible),13:32.0,13:33.0,00:01.0,,,,,,
4905,15,1,T1 ,I do,,13:33.0,13:33.0,00:00.0,,,,,,
4906,15,1,T1 ,I had one whenever I was in school or at home and,,13:33.0,13:39.0,00:06.0,,,,,,
4907,15,1,T1 ,now what am I doing,,13:39.0,13:41.0,00:02.0,,,,,,
4908,15,1,T1 ,,right where do you plus twenty and like the corners,13:41.0,13:48.0,00:07.0,,,,,,
4909,15,1,T1 ,I had a corner yes,,13:48.0,13:53.0,00:05.0,,,,,,
4910,15,1,T1 ,,oh my (inaudible) forty well (inaudible),13:55.0,13:59.0,00:04.0,,,,,,
4911,15,1,T1 ,hit the button,,13:59.0,14:00.0,00:01.0,,,,,,
4912,15,1,T1 ,hit the button,,14:01.0,14:03.0,00:02.0,,,,,,
4913,15,1,T1 ,hit the button,,14:04.0,14:06.0,00:02.0,,,,,,
4914,15,1,T1 ,,okay sixty-two oh do you see that,14:06.0,14:12.0,00:06.0,,,,,,
4915,15,1,T1 ,,what are you doing,14:12.0,14:12.0,00:00.0,,,,,,
4916,15,1,T1 ,,(inaudible),14:12.0,14:13.0,00:01.0,,,,,,
4917,15,1,T1 ,I'm what am I doing,,14:13.0,14:14.0,00:01.0,,,,,,
4918,15,1,T1 ,oh wait I thought,,14:14.0,14:16.0,00:02.0,,,,,,
4919,15,1,T1 ,I have to erase it,,14:16.0,14:18.0,00:02.0,,,,,,
4920,15,1,T1 ,,yeah you erase it,14:18.0,14:20.0,00:02.0,,,,,,
4921,15,1,T1 ,,pause filler what's sixty-two divided by fifteen,14:20.0,14:23.0,00:03.0,,,,,,
4922,15,1,T1 ,,,14:22.0,14:56.0,00:34.0,,,,,,
4923,15,1,T1 ,sixty-two divided fifteen that should be four remainder two wait fifteen or sixteen,,14:24.0,14:31.0,00:07.0,,,,,,
4924,15,1,T1 ,,fifteen,14:32.0,14:32.0,00:00.0,,,,,,
4925,15,1,T1 ,fifteen yeah that should be twenty-two,,14:33.0,14:36.0,00:03.0,,,,,,
4926,15,1,T1 ,,so and two fifteens,14:36.0,14:37.0,00:01.0,,,,,,
4927,15,1,T1 ,okay but how do I increase the sums of eraser here,,14:41.0,14:43.0,00:02.0,,,,,,
4928,15,1,T1 ,I'm winding oh my god,,14:43.0,14:45.0,00:02.0,,,,,,
4929,15,1,T1 ,,okay then that doesn't matter okay x and eleven,14:45.0,14:51.0,00:06.0,,,,,,
4930,15,1,T1 ,oh I get the colors,,14:52.0,14:53.0,00:01.0,,,,,,
4931,15,1,T1 ,I'm not done (inaudible),,14:53.0,14:55.0,00:02.0,,,,,,
4932,15,1,T1 ,,wait like what colors,14:55.0,14:58.0,00:03.0,,,,,,
4933,15,1,T1 ,,,14:56.0,16:39.0,01:43.0,,,,,,
4934,15,1,T1 ,how do I draw again,,14:59.0,15:01.0,00:02.0,,,,,,
4935,15,1,T1 ,,you just use the markers,15:01.0,15:03.0,00:02.0,,,,,,
4936,15,1,T1 ,,and wait what do you (inaudible),15:03.0,15:08.0,00:05.0,,,,,,
4937,15,1,T1 ,pause filler let me make sure those works,,15:10.0,15:11.0,00:01.0,,,,,,
4938,15,1,T1 ,that works,,15:11.0,15:13.0,00:02.0,,,,,,
4939,15,1,T1 ,,great so yeah minus twelve minus twelve thirty oh twenty-one are you okay,15:13.0,15:43.0,00:30.0,,,,UL,,
4940,15,1,T1 ,yeah,,15:44.0,15:44.0,00:00.0,,,,,,
4941,15,1,T1 ,,thirty x equals three,15:45.0,15:47.0,00:02.0,,,,,,
4942,15,1,T1 ,pause filler should be yeah,,15:47.0,15:49.0,00:02.0,,,,,,
4943,15,1,T1 ,,(inaudible) okay pause filler minus (inaudible) so,15:49.0,15:51.0,00:02.0,,,,,,
4944,15,1,T1 ,it sounds,,15:51.0,15:53.0,00:02.0,,,,,,
4945,15,1,T1 ,,what's that sounds,15:53.0,15:57.0,00:04.0,,,,,,
4946,15,1,T1 ,no it sounds like there's a water that's just gushing over that way but,,15:57.0,16:10.0,00:13.0,,,,,,
4947,15,1,T1 ,no like outside probably just maybe goes on potato and,,16:10.0,16:20.0,00:10.0,,,,,,
4948,15,1,T1 ,,(inaudible),16:10.0,16:17.0,00:07.0,,,,,,
4949,15,1,T1 ,,you're a potato,16:20.0,16:21.0,00:01.0,,,,,,
4950,15,1,T1 ,I am a potato see,,16:21.0,16:23.0,00:02.0,,,,,,
4951,15,1,T1 ,I'm a weird person sorry,,16:23.0,16:25.0,00:02.0,,,,,,
4952,15,1,T1 ,,that's okay (inaudible) on public (inaudible),16:25.0,16:27.0,00:02.0,,,,,,
4953,15,1,T1 ,,am I doing this right,16:28.0,16:31.0,00:03.0,,,,,,
4954,15,1,T1 ,I can't even write anything,,16:31.0,16:36.0,00:05.0,,,,,,
4955,15,1,T1 ,pause filler,,16:36.0,16:38.0,00:02.0,,,,,,
4956,15,1,T1 ,,okay so I think (inaudible),16:40.0,16:49.0,00:09.0,,,,,,
4957,15,1,T1 ,,,16:48.0,18:03.0,01:15.0,,,,,,
4958,15,1,T1 ,,and then I got two p so fifteen pause filler two p plus twelve,16:49.0,16:55.0,00:06.0,,,,,,
4959,15,1,T1 ,,and then I got twelve,16:55.0,16:56.0,00:01.0,,,,,,
4960,15,1,T1 ,,I got three plus three and then five plus two,16:56.0,17:00.0,00:04.0,,,,,,
4961,15,1,T1 ,sounds right,,17:00.0,17:00.0,00:00.0,,,,,,
4962,15,1,T1 ,,wait what's three divided by two just,17:00.0,17:04.0,00:04.0,,,,,,
4963,15,1,T1 ,,do you know that,17:05.0,17:06.0,00:01.0,,,,,,
4964,15,1,T1 ,three divided by two I actually have to figure that out,,17:06.0,17:10.0,00:04.0,,,,,,
4965,15,1,T1 ,all right I'm still on the process of figuring three divided,,17:10.0,17:15.0,00:05.0,,,,,,
4966,15,1,T1 ,why not,,17:15.0,17:17.0,00:02.0,,,,,,
4967,15,1,T1 ,,(inaudible),17:15.0,17:17.0,00:02.0,,,,,,
4968,15,1,T1 ,,(inaudible) right,17:17.0,17:18.0,00:01.0,,,,,,
4969,15,1,T1 ,that shouldn't be one yeah,,17:18.0,17:21.0,00:03.0,,,,,,
4970,15,1,T1 ,it should be,,17:21.0,17:22.0,00:01.0,,,,,,
4971,15,1,T1 ,I'm sorry,,17:22.0,17:23.0,00:01.0,,,,,,
4972,15,1,T1 ,,it is,17:24.0,17:25.0,00:01.0,,,,,,
4973,15,1,T1 ,,I don't know,17:25.0,17:25.0,00:00.0,,,,,,
4974,15,1,T1 ,,I just totally like thought that up,17:25.0,17:28.0,00:03.0,,,,,,
4975,15,1,T1 ,,I'm not sure what I was doing,17:28.0,17:36.0,00:08.0,,,,,,
4976,15,1,T1 ,,okay yay we're on number ten okay all right pause filler minus ten so negative ten,17:37.0,17:45.0,00:08.0,,,,,,
4977,15,1,T1 ,I'm going to tilt it down,,17:45.0,17:50.0,00:05.0,,,,,,
4978,15,1,T1 ,,(inaudible),17:46.0,17:48.0,00:02.0,,,,,,
4979,15,1,T1 ,I'm sure it hurts,,17:50.0,17:52.0,00:02.0,,,,,,
4980,15,1,T1 ,,(inaudible),17:50.0,17:54.0,00:04.0,,,,,,
4981,15,1,T1 ,so I'll actually break the camera,,17:53.0,17:55.0,00:02.0,,,,,,
4982,15,1,T1 ,you are truly mad,,17:55.0,18:02.0,00:07.0,,,,,,
4983,15,1,T1 ,yeah,,18:03.0,18:03.0,00:00.0,,,,,,
4984,15,1,T1 ,,okay (inaudible),18:03.0,18:03.0,00:00.0,,,,,,
4985,15,1,T1 ,,,18:03.0,20:02.0,01:59.0,,,,,,
4986,15,1,T1 ,pause filler so you know the lower entrance,,18:03.0,18:05.0,00:02.0,,,,,,
4987,15,1,T1 ,,yeah,18:06.0,18:06.0,00:00.0,,,,,,
4988,15,1,T1 ,that's where I came in from what looks like,,18:06.0,18:10.0,00:04.0,,,,,,
4989,15,1,T1 ,,(inaudible),18:10.0,18:12.0,00:02.0,,,,,,
4990,15,1,T1 ,what,,18:11.0,18:12.0,00:01.0,,,,,,
4991,15,1,T1 ,,(inaudible),18:12.0,18:13.0,00:01.0,,,,,,
4992,15,1,T1 ,pause filler I think around the bottom floor no maybe like the first floor,,18:12.0,18:20.0,00:08.0,,,,,,
4993,15,1,T1 ,maybe that is the bottom floor (inaudible),,18:20.0,18:23.0,00:03.0,,,,,,
4994,15,1,T1 ,,plus ten that's I believe a ten,18:25.0,18:27.0,00:02.0,,,,,,
4995,15,1,T1 ,,okay what's negative (inaudible) equals minus eight fifteen (inaudible),18:27.0,18:41.0,00:14.0,,,,,,
4996,15,1,T1 ,what did you do with the other k,,18:42.0,18:48.0,00:06.0,,,,,,
4997,15,1,T1 ,,yeah I don't know (inaudible),18:48.0,18:51.0,00:03.0,,,,,,
4998,15,1,T1 ,if you're keeping it on without you,,18:52.0,18:56.0,00:04.0,,,,,,
4999,15,1,T1 ,hey you're leaving at four thirty-two right,,18:57.0,19:00.0,00:03.0,,,,,,
5000,15,1,T1 ,,yeah (inaudible),19:00.0,19:00.0,00:00.0,,,,,,
5001,15,1,T1 ,,(inaudible),19:00.0,19:01.0,00:01.0,,,,,,
5002,15,1,T1 ,,it's four okay (inaudible),19:01.0,19:04.0,00:03.0,,,,,,
5003,15,1,T1 ,yeah,,19:04.0,19:05.0,00:01.0,,,,,,
5004,15,1,T1 ,,I don't think we started late because (inaudible),19:05.0,19:11.0,00:06.0,,,,,,
5005,15,1,T1 ,this is like weird,,19:11.0,19:13.0,00:02.0,,,,,,
5006,15,1,T1 ,,okay all right (inaudible) what's fifteen,19:13.0,19:19.0,00:06.0,,,,,,
5007,15,1,T1 ,pause filler what did you say,,19:21.0,19:23.0,00:02.0,,,,,,
5008,15,1,T1 ,,negative ten plus sixty-eight,19:24.0,19:30.0,00:06.0,,,,,,
5009,15,1,T1 ,negative ten and then sixty-eight fifty-eight yeah,,19:30.0,19:38.0,00:08.0,,,,,,
5010,15,1,T1 ,,negative nine plus seven (inaudible),19:39.0,19:43.0,00:04.0,,,,,,
5011,15,1,T1 ,pause filler I've never done this and like that or,,19:43.0,19:51.0,00:08.0,,,,,,
5012,15,1,T1 ,like I don't know,,19:51.0,19:53.0,00:02.0,,,,,,
5013,15,1,T1 ,I'd be ready to completely differently,,19:53.0,19:54.0,00:01.0,,,,,,
5014,15,1,T1 ,,oh I'm sorry,19:55.0,19:56.0,00:01.0,,,,,,
5015,15,1,T1 ,no that's fine,,19:56.0,19:58.0,00:02.0,,,,,,
5016,15,1,T1 ,,(inaudible) okay what's fifty divided by seven,19:58.0,20:02.0,00:04.0,,,,,,
5017,15,1,T1 ,,,20:02.0,23:18.0,03:16.0,,,,,,
5018,15,1,T1 ,fifty-eight divided seven let's see,,20:04.0,20:09.0,00:05.0,,,,,,
5019,15,1,T1 ,it should be eight remainder two,,20:09.0,20:11.0,00:02.0,,,,,,
5020,15,1,T1 ,,well (inaudible) fifty-eight negative two (inaudible) yay and this one,20:11.0,20:22.0,00:11.0,,,,,,
5021,15,1,T1 ,okay I'll just completely run the question,,20:23.0,20:26.0,00:03.0,,,,,,
5022,15,1,T1 ,stop come out and get,,20:27.0,20:30.0,00:03.0,,,,,,
5023,15,1,T1 ,,okay,20:30.0,20:30.0,00:00.0,,,,,,
5024,15,1,T1 ,I don't know where they are,,20:31.0,20:40.0,00:09.0,,,,,,
5025,15,1,T1 ,,yeah (inaudible) where I am,20:41.0,20:53.0,00:12.0,,,,,,
5026,15,1,T1 ,,and she just said (inaudible),20:53.0,21:06.0,00:13.0,,,,,,
5027,15,1,T1 ,okay can I ask you just to kind of put me your own impression,,21:14.0,21:28.0,00:14.0,,,,,,
5028,15,1,T1 ,,yes,21:28.0,21:29.0,00:01.0,,,,,,
5029,15,1,T1 ,have you ever watched Supernatural,,21:29.0,21:30.0,00:01.0,,,,,,
5030,15,1,T1 ,,no,21:30.0,21:30.0,00:00.0,,,,,,
5031,15,1,T1 ,what about Harry Potter,,21:31.0,21:33.0,00:02.0,,,,,,
5032,15,1,T1 ,,yes,21:34.0,21:34.0,00:00.0,,,,,,
5033,15,1,T1 ,do you like it,,21:34.0,21:36.0,00:02.0,,,,,,
5034,15,1,T1 ,,I like it,21:37.0,21:39.0,00:02.0,,,,,,
5035,15,1,T1 ,Tom Felton is coming to pause filler (inaudible),,21:39.0,21:42.0,00:03.0,,,,,,
5036,15,1,T1 ,,when,21:43.0,21:43.0,00:00.0,,,,,,
5037,15,1,T1 ,August twelve through fourteen,,21:44.0,21:46.0,00:02.0,,,,,,
5038,15,1,T1 ,,are you going to U.S. again,21:47.0,21:50.0,00:03.0,,,,,,
5039,15,1,T1 ,yes (inaudible) my favorite character Draco Malfoy is my favorite character,,21:50.0,21:55.0,00:05.0,,,,,,
5040,15,1,T1 ,,Draco,21:55.0,21:56.0,00:01.0,,,,,,
5041,15,1,T1 ,Draco Malfoy is my favorite,,21:56.0,22:00.0,00:04.0,,,,,,
5042,15,1,T1 ,I want to see if I can actually write something,,22:00.0,22:07.0,00:07.0,,,,,,
5043,15,1,T1 ,,all right (inaudible),22:08.0,22:09.0,00:01.0,,,,,,
5044,15,1,T1 ,(laughter) I just bushed in the word Paddle,,22:09.0,22:11.0,00:02.0,,,,,,
5045,15,1,T1 ,don't ask why I'm obsessed with it,,22:12.0,22:15.0,00:03.0,,,,,,
5046,15,1,T1 ,it's just better you don't know,,22:15.0,22:20.0,00:05.0,,,,,,
5047,15,1,T1 ,,(inaudible),22:20.0,22:21.0,00:01.0,,,,,,
5048,15,1,T1 ,,what did you just say,22:21.0,22:24.0,00:03.0,,,,,,
5049,15,1,T1 ,what did I just say,,22:24.0,22:26.0,00:02.0,,,,,,
5050,15,1,T1 ,I don't know,,22:26.0,22:27.0,00:01.0,,,,,,
5051,15,1,T1 ,I watch a lot of Jacksepticeye on YouTube and pause filler,,22:27.0,22:31.0,00:04.0,,,,,,
5052,15,1,T1 ,,is that (inaudible),22:31.0,22:35.0,00:04.0,,,,,,
5053,15,1,T1 ,,oh my gosh that's a (inaudible),22:35.0,22:36.0,00:01.0,,,,,,
5054,15,1,T1 ,,(inaudible),22:36.0,22:41.0,00:05.0,,,,,,
5055,15,1,T1 ,yeah (inaudible) and,,22:40.0,22:42.0,00:02.0,,,,,,
5056,15,1,T1 ,pause filler yeah,,22:42.0,22:42.0,00:00.0,,,,,,
5057,15,1,T1 ,,okay (inaudible),22:43.0,22:43.0,00:00.0,,,,,,
5058,15,1,T1 ,the block is lying so wobbly,,22:43.0,22:48.0,00:05.0,,,,,,
5059,15,1,T1 ,I'm going to cry,,22:48.0,22:49.0,00:01.0,,,,,,
5060,15,1,T1 ,,minus u (inaudible),22:49.0,22:52.0,00:03.0,,,,,,
5061,15,1,T1 ,what,,22:55.0,22:55.0,00:00.0,,,,,,
5062,15,1,T1 ,,(inaudible) this is great,22:59.0,23:06.0,00:07.0,,,,,,
5063,15,1,T1 ,pause filler we minus eight minus eight yeah,,23:06.0,23:17.0,00:11.0,,,,,,
5064,15,1,T1 ,you're doing it right so far,,23:17.0,23:24.0,00:07.0,,,,,,
5065,15,1,T1 ,this does not stay hot,,23:30.0,23:31.0,00:01.0,,,,,,
5066,15,1,T1 ,I swear I (inaudible) you out,,23:31.0,23:38.0,00:07.0,,,,,,
5067,15,1,T1 ,,no it's all right,23:38.0,23:41.0,00:03.0,,,,,,
5068,15,1,T1 ,see this is like the worst part of being random by having social anxiety,,23:41.0,23:46.0,00:05.0,,,,,,
5069,15,1,T1 ,it's like oh my god,,23:46.0,23:47.0,00:01.0,,,,,,
5070,15,1,T1 ,I did a thing,,23:47.0,23:48.0,00:01.0,,,,,,
5071,15,1,T1 ,let's not do the thing entirely,,23:48.0,23:52.0,00:04.0,,,,,,
5072,15,1,T1 ,that's the thing,,23:52.0,23:56.0,00:04.0,,,,,,
