Dyad,Session,Period,Problem,Correctness,Rapport Level,Time_begin,Time_end,P1,P2,DQ_Tutor,DQ_Tutee,SQ_Tutor,SQ_Tutee,KB_Tutor,KB_Tutee,KT_Tutor,KT_Tutee,MC_Tutor,MC_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee,SV_Tutor,SV_Tutee,HD_Tutor,HD_Tutee
8,1,S2 ,,,0,00:30:26.600000,00:32:31.500000,yeah they have like a giant super computer connected to a terrible dumb monitors kind of funny,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,3,00:31:45,00:31:49.400000,,(inaudible),,,,,,,,,,,,,,,,,,
8,1,S2 ,,,0,00:32:30,00:32:31,,(inaudible),,,,,,,,,,,,,,,,,,
8,1,S2 ,,,0,00:32:33,00:32:33.200000,yeah,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,2,00:32:33.700000,00:33:01.700000,,pause filler isn't it,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,4,00:34:08.900000,00:34:13.100000,,they'll return five minutes,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,4,00:34:14.500000,00:34:15.200000,I don't know,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,4,00:34:15.200000,00:34:18.200000,I don't think they're very good at telling time (inaudible),,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,4,00:34:18.500000,00:34:25.500000,they don't exactly keep their promises,,,,,,,,,,,,,,,,,,,IDQ
8,1,S2 ,,,3,00:34:27.200000,00:34:29.100000,,well here they come now,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,3,00:34:29.100000,00:34:31.300000,,I think they can hear us or see us,,,,,,,,,,,,,,,,,IDS,
8,1,S2 ,,,3,00:34:32.500000,00:34:32.900000,oh boy,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,3,00:34:42.700000,00:34:42.800000,no,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,2,00:34:58.500000,00:35:01.400000,,I probably have to turn them in,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,2,00:35:11.500000,00:35:18.700000,all right so do we like try to just kind of finish all over or,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,0,00:35:25.500000,00:35:28.600000,also for the pause filler questions that like it's not a whole number,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,0,00:35:28.600000,00:35:32.400000,do you want me to like actually solve it,,,,,,,,,,,,,,,,,,,
8,1,S2 ,,,0,00:35:32.400000,00:35:46.600000,or can I just leave it as,,,,,,,,,,,,,,,,,,,
8,1,T2 ,11,1.0,4,00:35:47,00:41:01.900000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,1,1.0,Na,00:35:47.200000,00:36:04.400000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,1,1.0,Na,00:35:48.700000,00:35:49.900000,okay cool okay so this is,,,,,,,,,,,,,,,,,,,
8,1,T2 ,1,1.0,Na,00:35:49.900000,00:36:05.400000,I see cool twenty-five all right next problem,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,0,00:36:05.100000,00:36:52.200000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,0,00:36:05.400000,00:36:32.900000,okay so you have y,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,0,00:36:32.900000,00:36:34.600000,subtract it,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,0,00:36:34.600000,00:36:41,or subtract it to twenty-two equals y,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,0,00:36:41,00:36:45.800000,one equals three over five,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,0,00:36:45.800000,00:36:52,okay so you have y equals negative five,,,,,,,,,,,,,,,,,,,
8,1,T2 ,2,1.0,4,00:36:52.300000,00:37:10.400000,okay oops okay oh that's going okay so let's see,,,,,,,,,,,,,,,,,,,
8,1,T2 ,3,1.0,4,00:36:52.400000,00:37:13.500000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,3,1.0,4,00:37:10.400000,00:37:10.900000,oh no this is,,,,,,,,,,,,,,,,,,,
8,1,T2 ,3,1.0,4,00:37:11.300000,00:37:13.900000,okay okay so subtract okay equals,,,,,,,,,,,,,,,,,,,
8,1,T2 ,3,1.0,4,00:37:13.900000,00:37:21.800000,so k equals twenty-five okay yup,,,,,,,,,,,,,,,,,,,
8,1,T2 ,3,1.0,4,00:37:21.900000,00:37:23.100000,,I wonder if we could (inaudible),,,,,,,,,,,,,,,SV,,IDQ,
8,1,T2 , T2_Problem4  ,,1,00:37:22.100000,00:37:34.700000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,,,4,00:37:23.100000,00:37:25.100000,,would they let us leave early,,,0,,,,,,,,,,,,SV,,,
8,1,T2 ,,,1,00:37:25.400000,00:37:27.600000,yeah that's what I'm doing (inaudible),,,,,,,,,,,,,,,,,SV,,
8,1,T2 ,,,1,00:37:28.500000,00:37:31.700000,fifteen equals eight,,,,,,,,,,,,,,,,,,,
8,1,T2 ,,,1,00:37:31.900000,00:37:44.700000,okay nineteen equals negative nine,,,,,,,,,,,,,,,,,,,
8,1,T2 ,5,1.0,1,00:37:34.700000,00:37:42,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,6,1.0,1,00:37:45.600000,00:37:54.200000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,6,1.0,2,00:37:45.700000,00:37:57.500000,subtract (inaudible) equals negative nine,,,,,,,,,,,,,,,,,,,
8,1,T2 ,7,0.0,2,00:37:57.300000,00:39:01.400000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,7,0.0,2,00:37:58.700000,00:38:03,,better let me at man,,,,,,,,,,,LPA,,,,SV,,,
8,1,T2 ,7,0.0,2,00:38:03.400000,00:38:08.500000,pause filler I'm not accurate though okay sixty-two,,,,,,,,,,,,,,,,,,,
8,1,T2 ,7,0.0,2,00:38:08.500000,00:38:10.800000,,I missed on that three in sports,,,,,,,,,,,,,SD,,SV,,,
8,1,T2 ,7,0.0,2,00:38:11.400000,00:38:14.700000,in sports it's really good to be in sports,,,,,,,,,,,,,,,,,SV,,
8,1,T2 ,7,0.0,2,00:38:16.100000,00:38:18.300000,,he's coming on your side now,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,7,0.0,2,00:38:19.400000,00:38:20.600000,,the white guy is coming over,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,7,0.0,2,00:38:21.300000,00:38:24.400000,okay so,,,,,,,,,,,,,,,,,SV,,
8,1,T2 ,7,0.0,2,00:38:32.400000,00:39:01.500000,okay so you have sixty-two (inaudible) equals sixty-two over three ten x okay is equal okay next question,,,,,,,,,,,,,,,,,,,
8,1,T2 ,8,1.0,1,00:39:01.500000,00:39:31,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,8,1.0,2,00:39:01.500000,00:39:17.200000,add that yeah pause filler (inaudible),,,,,,,,,,,,,,,,,,,
8,1,T2 ,9,1.0,1,00:39:31.400000,00:40:07.400000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,9,1.0,1,00:39:31.600000,00:39:45.200000,two equals six,,,,,,,,,,,,,,,,,,,
8,1,T2 ,9,1.0,1,00:39:45.800000,00:40:10.400000,seven equals nineteen okay last question over now,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,4,00:40:08.300000,00:40:56.300000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,1,00:40:10.500000,00:40:11,,wow,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,1,00:40:11.200000,00:40:11.800000,add that,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,1,00:40:12.200000,00:40:14,subtract that,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,4,00:40:14,00:40:43,y equals sixty equals forty (inaudible) negative ten,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,4,00:40:45.500000,00:40:55.900000,we have sixteen (inaudible),,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,4,00:40:56.200000,00:40:57.400000,okay so now we're going,,,,,,,,,,,,,,,,,SV,,
8,1,T2 ,10,2.0,4,00:40:58,00:41:03.200000,,oh can I get him,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,10,2.0,3,00:41:13.400000,00:41:34.400000,,because they're both before my side,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,3,00:41:40,00:41:40.200000,yeah,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,3,00:41:44.700000,00:41:49.300000,oh no I have not taken the question,,,,,,,,,,,,,,,,,,,
8,1,T2 ,10,2.0,0,00:41:54.600000,00:48:35.100000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,11,1.0,0,00:41:54.900000,00:42:32,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,11,1.0,0,00:41:58.100000,00:42:16.300000,all right okay I'm so stressed out,,,,,,,,,,,,,,,SD,,,,
8,1,T2 ,11,1.0,0,00:42:16.800000,00:42:22.400000,,yup do you think they check this or grade it check it,,,OSQ,,,,,,,,,,,,,,,
8,1,T2 ,11,1.0,0,00:42:22.400000,00:42:25.900000,I have no idea,,,,,,,,,,,,,,,,,,,
8,1,T2 ,11,1.0,0,00:42:26,00:42:30.300000,I think that's probably not the point of the exercise,,,,,,,,,,,,,,,,,,,IDQ
8,1,T2 ,11,1.0,0,00:42:30.300000,00:42:32.100000,but I don't know okay,,,,,,,,,,,,,,,,,,,
8,1,T2 ,12,1.0,0,00:42:32,00:42:51.500000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,12,1.0,0,00:42:32.100000,00:42:45.200000,okay you subtract that,,,,,,,,,,,,,,,,,,,
8,1,T2 ,12,1.0,1,00:42:46,00:43:20.900000,so move it here to here (inaudible) equals six sixty,,,,,,,,,,,,,,,,,,,
8,1,T2 ,13,1.0,1,00:42:51.600000,00:43:19.900000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,14,0.0,1,00:43:20.100000,00:43:41.800000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,14,0.0,1,00:43:22.600000,00:43:33.300000,(inaudible) thirty-eight equals two okay (inaudible) six,,,,,,,,,,,,,,,,,,,
8,1,T2 ,14,0.0,1,00:43:34.400000,00:44:03.300000,the answer is three (inaudible) equals ten (inaudible) eighteen,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,2,00:43:42.100000,00:45:05.200000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,1,00:44:03.700000,00:44:16.200000,eighteen equals x divided by,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,1,00:44:16.200000,00:44:18.200000,,this room is really spacious,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,15,1.0,1,00:44:18.200000,00:44:20.200000,yeah it's a really,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,1,00:44:20.900000,00:44:23.600000,I have a pretty nice room too,,,,,,,,,,,,,,,,,,,IDQ
8,1,T2 ,15,1.0,3,00:44:23.600000,00:44:27,,they got all this project stuff going on in the walls,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,15,1.0,3,00:44:27.500000,00:44:28.900000,oh wow yeah,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,3,00:44:28.900000,00:44:36.800000,,refrigerators and on the outside is this,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,15,1.0,3,00:44:36.800000,00:44:44.700000,wow nice yeah I'm in like a lounge place,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,3,00:44:44.700000,00:44:50,I have like couches and stuff like all around here,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,3,00:44:50,00:44:53.100000,,yeah you got the TV or something oh yeah you're right next door,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,15,1.0,3,00:44:53.400000,00:44:56.600000,yeah yeah (laughter) okay what's going on this,,,,,,,,,,,,,,,,,,,
8,1,T2 ,15,1.0,2,00:44:56.600000,00:45:11.600000,(inaudible) equals negative two okay,,,,,,,,,,,,,,,,,,,
8,1,T2 ,16,1.0,2,00:45:05.300000,00:45:24.700000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,16,1.0,2,00:45:11.600000,00:46:43.400000,and so you have (inaudible) forty-two equals forty-seven (inaudible) fifty,,,,,,,,,,,,,,,,,,,
8,1,T2 ,17,0.0,3,00:45:29.200000,00:46:04.700000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,18,1.0,3,00:46:04.900000,00:47:04.900000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,18,1.0,3,00:46:43.400000,00:47:03.900000,and this is fifteen sixty-five six seven okay pens up,,,,,,,,,,,,,,,,,,,
8,1,T2 ,18,1.0,3,00:47:03.900000,00:47:04.700000,there we go okay,,,,,,,,,,,,,,,,,,,
8,1,T2 ,18,1.0,3,00:47:04.800000,00:47:05.700000,,oh my gosh,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:05.100000,00:47:44.700000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:05.800000,00:47:09.200000,this is let's see,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:09,00:47:12.600000,,(inaudible),,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:09.600000,00:47:29.700000,yeah negative thirteen so we have thirty-five,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:29.700000,00:47:31.600000,eighteen plus forty equals fifty,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:31.600000,00:47:44,you add that to make it forty-five equals one hundred,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:44,00:47:46.100000,and ninety equals one ninety over,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:46.100000,00:47:47.800000,,(inaudible) yesterday,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:47.900000,00:47:49.300000,oh nice with friends,,,,0,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:49.300000,00:47:53.100000,I haven't been there in a while Salton,,,,0,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:53.100000,00:47:54.100000,that's cool,,,,,,,,,,,,,,,,,,,
8,1,T2 ,19,1.0,3,00:47:54.100000,00:47:55.900000,,mm-hmm yesterday is the first day okay sure okay,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,19,1.0,1,00:47:55.900000,00:48:05.800000,,so one forty-five minus sixty equals,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,1,00:48:00.200000,00:48:21.300000,,,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,1,00:48:05.800000,00:48:07.600000,I didn't get a full season pay,,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,1,00:48:07.600000,00:48:09.200000,so I was there,,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,1,00:48:09.200000,00:48:12.600000,so I don't think I remember of course,,,,,,,,,,,,,,,,,,,IDS
8,1,T2 ,20,2.0,1,00:48:12.600000,00:48:15.600000,my cousin works there,,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,1,00:48:15.600000,00:48:21.200000,,ah school yeah yeah my sister's friend used to work there,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,20,2.0,1,00:48:21.200000,00:48:26.100000,,oh there are nothing on this page,,,OSQ,,,,,,,,,,,,SV,,,
8,1,T2 ,20,2.0,0,00:48:26.200000,00:48:29.800000,,and there's nothing on that page,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,20,2.0,0,00:48:30.300000,00:48:31.900000,,let's go get them,,,,,,,,,,,,,,,SV,,,
8,1,T2 ,20,2.0,0,00:49:43,00:49:44.100000,,yeah,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,Na,00:50:00.500000,00:50:03.300000,okay okay do you want us again next week or,,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,Na,00:50:03.300000,00:50:08.500000,all right I'll see you Tyler,,,,,,,,,,,,,,,,,,,
8,1,T2 ,20,2.0,Na,00:50:19,00:50:20,okay,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:01:22.200000,00:05:16.100000,,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:01:25.400000,00:01:31.800000,I hope we do know we got like 42 minutes like,,,,,,,,,,,,,,,SD,,,,
8,2,S1 ,,,Na,00:01:31.800000,00:01:32.600000,,yeah I hope,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:01:32.900000,00:01:36.600000,,we'll just have to work quickly,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:01:36.600000,00:01:39.300000,last time we limit to what we're saying,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:01:39.700000,00:01:45.600000,,yeah well I don't know my computer kind of froze and died,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:01:45.600000,00:02:01.200000,,so we'll just have to wait for it to fix itself,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:02:02.400000,00:02:07.600000,,also we got here or at least I got here a little late,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:02:07.600000,00:02:10.600000,and they said an hour right,,,,,OSQ,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:02:11.600000,00:02:11.800000,,yup,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:02:13.300000,00:02:28.700000,we got here a little late last time,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:02:39,00:02:45.200000,and we still left (inaudible),,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,Na,00:02:45.900000,00:02:46.700000,,that's true,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:02:48.400000,00:03:28.600000,I'm about to trade in my phone for iPhone 6,,,,,,,,,,,,,,,SD,,,,
8,2,S1 ,,,3,00:03:28.600000,00:03:29.700000,,oh nice yeah,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:03:29.700000,00:03:35.800000,because I got the 5c,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:03:35.800000,00:03:38.800000,,I have the pause filler Galaxy Core Prime,,,,,,,,,,,,,SD,,,,,
8,2,S1 ,,,3,00:03:38.800000,00:03:41.200000,,it's like a smaller version of the five,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:03:41.500000,00:03:48.800000,I wonder what they're doing,,,,,,,,,,,,,,,SD,,,,
8,2,S1 ,,,3,00:03:48.800000,00:03:48.900000,,yeah,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:03:48.900000,00:03:54.800000,,I don't even have like the pause filler,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:03:54.800000,00:03:57.900000,the Scribbler thing,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:03:57.900000,00:03:58.200000,,yeah,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,3,00:04:00.800000,00:04:08.400000,well are these people just walking right through,,,,,OSQ,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:04:10.100000,00:04:26.300000,I'm going hysterical,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:04:26.300000,00:04:27.600000,,far more just (inaudible),,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:04:28.200000,00:04:54.600000,I do not know that this thing will force us,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:04:57.800000,00:04:58.400000,,yeah,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:04:58.900000,00:05:02.600000,,I wonder if we're getting Skittles again,,,,,,,,,,,,,SD,,,,,
8,2,S1 ,,,1,00:05:03.300000,00:05:05.900000,I think it's popcorn,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:05:06.100000,00:05:07.900000,I don't know,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:05:10.200000,00:05:10.800000,here they come,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:05:10.800000,00:05:11,,oh,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:05:16.800000,00:05:17.500000,,yeah clear,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,0,00:05:59.700000,00:06:05,well at least we'll (inaudible) this time,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,0,00:06:08.300000,00:06:08.700000,,yup,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:17.500000,00:06:32.500000,,so you'll be tutoring this time,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:32.600000,00:06:33.600000,,so you'll be in the green text,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:34.100000,00:06:35.800000,,and just be like last time,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:36,00:06:36.100000,okay,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:36.900000,00:06:39.600000,,so again these are kind of the logic behind,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:40.100000,00:06:41.300000,,but not the same numbers,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:43.100000,00:06:46.800000,okay oh we've got one to ten again,,,,,,,,,,,,,,,,,,,
8,2,S1 ,,,1,00:06:48,00:06:51.200000,,yeah so how many do we have this time,,,RS,,,,,,,,,,,,,,,
8,2,S1 ,,,0,00:06:58.100000,00:07:00.700000,,all right okay,,,,,,,,,,,,,,,,,,
8,2,T1 ,,,3,00:07:05.700000,00:25:08.300000,,,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:08.200000,00:08:41.200000,,,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:08.400000,00:07:12.100000,,awesome so can we start,,,OSQ,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:12.800000,00:07:19.300000,,okay do you know how to do this,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:19.400000,00:07:22.100000,pause filler I think so,,,,,,,,,,,MCRO,,,,,,,IDS,
8,2,T1 ,1,1.0,Na,00:07:34.100000,00:07:34.600000,,okay,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:35.100000,00:07:36.700000,,I don't think you got a whole number,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:36.900000,00:07:40.200000,,so just like whatever the fraction is at the end,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:40.200000,00:07:42.100000,wouldn't it be like four or something,,,,,CA,,,,,,,,,,,,,IDE,
8,2,T1 ,1,1.0,Na,00:07:43.200000,00:07:48.200000,,oh I think so because you have so when we divide it by three,,,,,ER,,,,,,,,,,,,,IDS
8,2,T1 ,1,1.0,Na,00:07:48.200000,00:07:52.400000,,it sounds I can't right on these,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:52.400000,00:07:58.900000,,pause filler you actually are multiplying it by seven over three,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:07:59,00:07:59.600000,,so you have,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:00.500000,00:08:04.600000,,I should get rid of this,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:04.600000,00:08:10.700000,,pause filler forty times seven over three,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:12.900000,00:08:13.700000,,equals x,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:14.700000,00:08:18.600000,,so x equals two hundred,,,,,,,A,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:20.300000,00:08:22.400000,so what it would be ninety-three,,,,,CA,,,,,,,,,,,,,IDQ,
8,2,T1 ,1,1.0,Na,00:08:22.400000,00:08:24.700000,,it would be over three,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:24.700000,00:08:31.200000,,pause filler it doesn't I don't think it goes into three equally,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:31.200000,00:08:33,,so you just have this is the answer,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:36.200000,00:08:36.900000,two eighty,,,,,,,,,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:37.200000,00:08:38.300000,,two eighty over three,,,,,,,A,,,,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:39.100000,00:08:41.100000,perfect pause filler I get it now,,,,,,,,,,,MCRO,,,,,,,,
8,2,T1 ,1,1.0,Na,00:08:41.300000,00:08:44.500000,,yeah okay so next pause filler same idea,,,,,EX,,,,,,,,,,,,,
8,2,T1 ,2,1.0,2,00:08:41.400000,00:09:22.400000,,,,,,,,,,,,,,,,,,,,
8,2,T1 ,2,1.0,Na,00:08:45,00:08:45.500000,yes,,,,,,,,,,,,,,,,,,,
8,2,T1 ,2,1.0,3,00:08:46.100000,00:09:00.600000,,so the next one would be,,,RS,,,,SP,,,,,,,,,,,
8,2,T1 ,2,1.0,3,00:09:19,00:09:19.800000,right,,,,,CA,,,,,,,,,,,,,,
8,2,T1 ,2,1.0,3,00:09:19.800000,00:09:21,,yup perfect,,,,,,,CF,,,,UL,,,,,,,
8,2,T1 ,2,1.0,2,00:09:21.600000,00:09:22.100000,,awesome,,,,,,,,,,,UL,,,,,,,
8,2,T1 ,2,1.0,2,00:09:22.100000,00:09:22.400000,,let's go,,,,,,,,,,,,,,,,,,
8,2,T1 ,2,1.0,2,00:09:22.400000,00:09:25.300000,,pause filler so this one is two-step,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:09:22.600000,00:11:22.100000,,,,,,,,,,,,,,,,,,,,
8,2,T1 ,3,0.0,2,00:09:25.300000,00:09:27,,it's pretty simple,,,,,,,,,,,,,,,,,,IDQ
8,2,T1 ,3,0.0,2,00:09:31.400000,00:09:41.100000,so it would be two times eighteen,,,,,CA,,,,,,,,,,,,,,
8,2,T1 ,3,0.0,2,00:09:41.900000,00:09:42.100000,,no,,,,,,,IF,,,,,,,,,,,
8,2,T1 ,3,0.0,2,00:09:42.100000,00:09:48.300000,,so what you do is you add eighteen to both sides to get rid of it first,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,3,0.0,6,00:09:49.100000,00:09:58.100000,,so you have seventy on this side and negative two thirds y,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,3,0.0,6,00:09:58.100000,00:10:01.500000,,and then you just do the same thing except this part is negative,,,,,,,SP,,,,,,,,,,,IDQ
8,2,T1 ,3,0.0,6,00:10:05,00:10:21.700000,this would be one forty negative one forty,,,,,CA,,,,SP,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:10:23.100000,00:10:24,,pause filler yes wait no,,,,,,,CF,,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:10:24.300000,00:10:25.800000,it's positive,,,,,,,,,SP,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:10:26.600000,00:10:29.200000,,oh two ten,,,,,,,SP,,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:10:29.200000,00:10:29.400000,so (inaudible),,,,,,,,,SP,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:10:29.400000,00:10:39.800000,,no no no because you do pause filler because when you divide this you have to multiply it by the reciprocal or three over two,,,,,ER,,,,,,,,,,,,,
8,2,T1 ,3,0.0,4,00:10:40.100000,00:10:42.600000,,so it's seventy times three divided by two,,,,,,,SP,,,,,,,,,,,
